"","no_project","block","direction1","direction2","shape","division","work","long","width","height","total_weight","workday_plan","workday_record"
"5321","S1151","E","41","P","0","H","A",15.5,14.6,5.44,105.268,4,23
"5322","S1151","E","41","P","0","H","B",15.5,14.6,5.44,105.268,16,16
"5323","S1151","E","41","P","0","H","C",15.5,14.6,5.44,105.268,3,4
"5324","S1151","E","41","P","0","H","C",15.5,14.6,5.44,105.268,25,50
"5325","S1151","E","41","P","0","M","A",15.5,14.6,5.44,105.268,13,13
"5326","S1151","E","41","P","0","S","A",15.5,14.6,5.44,105.268,73,81
"5327","S1151","E","41","P","1","H","C",8.815,4.93,2.81,18.844,3,1
"5328","S1151","E","41","P","1","H","C",8.815,4.93,2.81,18.844,16,11
"5329","S1151","E","41","P","2","H","C",15.5,4.93,4.215,43.753,20,14
"5330","S1151","E","41","P","2","S","A",15.5,4.93,4.215,43.753,26,10
"5331","S1151","E","41","P","G","E","A",28.1,14.6,5.44,150.429,15,20
"5332","S1151","E","41","P","G","H","D",28.1,14.6,5.44,150.429,8,10
"5333","S1151","E","41","P","G","H","E",28.1,14.6,5.44,150.429,22,31
"5334","S1151","E","41","P","G","M","A",28.1,14.6,5.44,150.429,15,25
"5335","S1151","E","41","P","G","P","A",28.1,14.6,5.44,150.429,15,15
"5336","S1151","E","41","P","G","S","A",28.1,14.6,5.44,150.429,20,24
"5337","S1151","E","41","P","G","S","B",28.1,14.6,5.44,150.429,16,36
"5338","S1151","E","41","S","0","A","A",14.4,17.61,5.44,93.896,33,1
"5339","S1151","E","41","S","0","D","A",14.4,17.61,5.44,93.896,13,12
"5340","S1151","E","41","S","0","H","B",14.4,17.61,5.44,93.896,16,16
"5341","S1151","E","41","S","0","H","C",14.4,17.61,5.44,93.896,5,4
"5342","S1151","E","41","S","0","H","C",14.4,17.61,5.44,93.896,40,53
"5343","S1151","E","41","S","0","M","A",14.4,17.61,5.44,93.896,13,5
"5344","S1151","E","41","S","0","S","A",14.4,17.61,5.44,93.896,76,77
"5345","S1151","E","41","S","1","H","C",8.815,4.93,2.81,19.494,3,1
"5346","S1151","E","41","S","1","H","C",8.815,4.93,2.81,19.494,14,16
"5347","S1151","E","41","S","2","H","C",14.4,4.935,4.315,39.963,18,34
"5348","S1151","E","41","S","2","S","A",14.4,4.935,4.315,39.963,21,8
"5349","S1151","E","41","S","G","E","A",28.1,17.61,5.44,149.454,15,20
"5350","S1151","E","41","S","G","H","D",28.1,17.61,5.44,149.454,12,15
"5351","S1151","E","41","S","G","H","E",28.1,17.61,5.44,149.454,22,61
"5352","S1151","E","41","S","G","M","A",28.1,17.61,5.44,149.454,15,26
"5353","S1151","E","41","S","G","P","A",28.1,17.61,5.44,149.454,15,15
"5354","S1151","E","41","S","G","S","A",28.1,17.61,5.44,149.454,18,20
"5355","S1151","E","41","S","G","S","B",28.1,17.61,5.44,149.454,16,36
"5356","S1151","E","42","P","0","A","A",12.6,14.34,5.44,45.161,23,1
"5357","S1151","E","42","P","0","H","A",12.6,14.34,5.44,45.161,4,37
"5358","S1151","E","42","P","0","H","A",12.6,14.34,5.44,45.161,2,33
"5359","S1151","E","42","P","0","H","B",12.6,14.34,5.44,45.161,12,12
"5360","S1151","E","42","P","0","H","C",12.6,14.34,5.44,45.161,5,3
"5361","S1151","E","42","P","0","H","C",12.6,14.34,5.44,45.161,32,31
"5363","S1151","E","42","P","0","S","A",12.6,14.34,5.44,45.161,69,62
"5364","S1151","E","42","P","1","H","C",13.1,5.11,2.3,12.238,16,45
"5365","S1151","E","42","S","0","A","A",13.7,17.415,5.44,55.558,31,1
"5366","S1151","E","42","S","0","H","B",13.7,17.415,5.44,55.558,12,12
"5367","S1151","E","42","S","0","H","C",13.7,17.415,5.44,55.558,3,2
"5368","S1151","E","42","S","0","H","C",13.7,17.415,5.44,55.558,43,50
"5370","S1151","E","42","S","0","S","A",13.7,17.415,5.44,55.558,78,74
"5372","S1151","E","43","C","0","A","A",15.3,10.4,1.7,28.266,25,1
"5373","S1151","E","43","C","0","E","A",15.3,10.4,1.7,28.266,14,13
"5374","S1151","E","43","C","0","H","A",15.3,10.4,1.7,28.266,2,33
"5375","S1151","E","43","C","0","H","A",15.3,10.4,1.7,28.266,2,4
"5376","S1151","E","43","C","0","H","B",15.3,10.4,1.7,28.266,6,6
"5377","S1151","E","43","C","0","H","C",15.3,10.4,1.7,28.266,5,5
"5378","S1151","E","43","C","0","H","C",15.3,10.4,1.7,28.266,22,21
"5379","S1151","E","43","C","0","H","E",15.3,10.4,1.7,28.266,16,38
"5380","S1151","E","43","C","0","M","A",15.3,10.4,1.7,28.266,8,33
"5381","S1151","E","43","C","0","P","A",15.3,10.4,1.7,28.266,12,12
"5382","S1151","F","11","C","0","D","A",14.688,13.72,2.27,51.984,7,15
"5383","S1151","F","11","C","0","E","A",14.688,13.72,2.27,51.984,3,1
"5384","S1151","F","11","C","0","H","A",14.688,13.72,2.27,51.984,4,16
"5385","S1151","F","11","C","0","H","A",14.688,13.72,2.27,51.984,7,39
"5386","S1151","F","11","C","0","H","B",14.688,13.72,2.27,51.984,3,3
"5387","S1151","F","11","C","0","H","C",14.688,13.72,2.27,51.984,31,13
"5388","S1151","F","11","C","0","S","A",14.688,13.72,2.27,51.984,24,7
"5389","S1151","F","11","C","1","H","C",15.825,16.5,2.15,61.406,3,1
"5390","S1151","F","11","C","1","H","C",15.825,16.5,2.15,61.406,25,45
"5391","S1151","F","11","C","1","S","A",15.825,16.5,2.15,61.406,26,14
"5392","S1151","F","11","C","G","E","A",16.84,19.48,14.46,293.71,9,1
"5393","S1151","F","11","C","G","H","D",16.84,19.48,14.46,293.71,19,22
"5395","S1151","F","11","C","G","P","A",16.84,19.48,14.46,293.71,19,20
"5396","S1151","F","11","C","G","S","A",16.84,19.48,14.46,293.71,20,39
"5397","S1151","F","11","C","G","S","C",16.84,19.48,14.46,293.71,20,3
"5398","S1151","F","21","C","0","D","A",9.405,17.67,6.075,88.481,7,11
"5399","S1151","F","21","C","0","H","A",9.405,17.67,6.075,88.481,2,11
"5400","S1151","F","21","C","0","H","A",9.405,17.67,6.075,88.481,6,42
"5401","S1151","F","21","C","0","H","B",9.405,17.67,6.075,88.481,5,2
"5402","S1151","F","21","C","0","H","C",9.405,17.67,6.075,88.481,3,3
"5403","S1151","F","21","C","0","H","C",9.405,17.67,6.075,88.481,37,43
"5404","S1151","F","21","C","0","S","A",9.405,17.67,6.075,88.481,26,37
"5405","S1151","F","21","C","1","H","C",12.019,7.36,5.137,25.992,18,20
"5406","S1151","F","21","C","2","H","C",12.019,7.36,5.137,25.992,18,20
"5407","S1151","F","31","C","0","D","A",12.25,19.59,6.02,95.846,7,13
"5408","S1151","F","31","C","0","E","A",12.25,19.59,6.02,95.846,5,1
"5409","S1151","F","31","C","0","H","A",12.25,19.59,6.02,95.846,4,42
"5410","S1151","F","31","C","0","H","A",12.25,19.59,6.02,95.846,4,39
"5411","S1151","F","31","C","0","H","B",12.25,19.59,6.02,95.846,7,7
"5412","S1151","F","31","C","0","H","C",12.25,19.59,6.02,95.846,3,2
"5413","S1151","F","31","C","0","H","C",12.25,19.59,6.02,95.846,36,32
"5414","S1151","F","31","C","0","S","A",12.25,19.59,6.02,95.846,28,23
"5415","S1151","F","31","C","1","H","C",12.26,5.78,3.35,20.794,15,58
"5416","S1151","F","31","C","2","H","C",12.26,5.78,3.35,20.794,15,58
"5418","S1151","F","31","C","3","S","A",8.674,3.4,2.735,11.805,24,7
"5419","S1151","F","32","C","0","H","A",8.9,7.82,7.38,57.399,3,20
"5420","S1151","F","32","C","0","H","A",8.9,7.82,7.38,57.399,9,19
"5421","S1151","F","32","C","0","H","B",8.9,7.82,7.38,57.399,7,7
"5422","S1151","F","32","C","0","H","C",8.9,7.82,7.38,57.399,28,46
"5423","S1151","F","32","C","0","S","A",8.9,7.82,7.38,57.399,37,34
"5424","S1151","F","32","C","1","H","C",7.955,6.1,3.495,12.021,16,7
"5425","S1151","F","32","C","2","H","C",7.955,6.1,3.495,12.021,16,7
"5426","S1151","F","32","C","3","H","C",7.835,3.7,3.19,19.494,33,14
"5428","S1151","F","41","C","0","D","A",14.88,24.14,5.43,125.087,7,12
"5429","S1151","F","41","C","0","H","A",14.88,24.14,5.43,125.087,2,18
"5431","S1151","F","41","C","0","H","B",14.88,24.14,5.43,125.087,5,3
"5432","S1151","F","41","C","0","H","C",14.88,24.14,5.43,125.087,3,1
"5433","S1151","F","41","C","0","H","C",14.88,24.14,5.43,125.087,50,38
"5434","S1151","F","41","C","0","S","A",14.88,24.14,5.43,125.087,39,22
"5435","S1151","F","41","C","1","H","C",10.7,6.6,2.675,13.754,19,29
"5436","S1151","F","41","C","2","H","C",1.08,36.802,3.83,4.007,19,29
"5437","S1151","F","41","C","3","H","C",10.7,6.6,2.675,13.754,19,29
"5438","S1151","F","41","C","4","H","C",1.08,36.802,3.83,4.007,19,29
"5439","S1151","F","41","C","G","D","A",21.44,27.16,11.13,277.14,11,16
"5440","S1151","F","41","C","G","E","A",21.44,27.16,11.13,277.14,11,2
"5441","S1151","F","41","C","G","H","D",21.44,27.16,11.13,277.14,23,29
"5442","S1151","F","41","C","G","H","E",21.44,27.16,11.13,277.14,21,18
"5443","S1151","F","41","C","G","P","A",21.44,27.16,11.13,277.14,16,17
"5444","S1151","F","41","C","G","S","A",21.44,27.16,11.13,277.14,22,32
"5445","S1151","F","41","C","G","S","C",21.44,27.16,11.13,277.14,22,41
"5446","S1151","F","51","C","0","D","A",20.89,26.69,3.355,141.115,7,29
"5447","S1151","F","51","C","0","E","A",20.89,26.69,3.355,141.115,5,3
"5448","S1151","F","51","C","0","E","A",20.89,26.69,3.355,141.115,3,10
"5449","S1151","F","51","C","0","H","A",20.89,26.69,3.355,141.115,2,9
"5451","S1151","F","51","C","0","H","B",20.89,26.69,3.355,141.115,8,12
"5452","S1151","F","51","C","0","H","C",20.89,26.69,3.355,141.115,5,2
"5453","S1151","F","51","C","0","H","C",20.89,26.69,3.355,141.115,41,49
"5454","S1151","F","51","C","0","S","A",20.89,26.69,3.355,141.115,47,51
"5455","S1151","F","51","C","1","H","C",14.9,3.092,3.867,10.397,22,18
"5456","S1151","F","51","C","2","H","C",12.26,5.885,3,13.646,22,18
"5457","S1151","F","51","C","3","H","C",14.9,3.092,3.867,10.397,22,18
"5458","S1151","F","51","C","4","H","C",12.26,5.885,3,13.646,22,18
"5459","S1151","F","51","C","5","H","C",3.4,1.6,1.6,5.957,7,9
"5460","S1151","F","51","C","6","H","C",3.4,1.6,1.6,5.957,7,9
"5461","S1151","F","81","P","0","H","A",4.5,1.05,0.875,1.191,2,34
"5462","S1151","F","81","P","0","H","A",4.5,1.05,0.875,1.191,2,15
"5463","S1151","F","81","P","0","H","B",4.5,1.05,0.875,1.191,12,10
"5464","S1151","F","81","S","0","H","B",4.5,1.05,0.875,1.191,12,10
"5465","S1151","F","91","C","0","H","A",3.3,1.05,2.85,2.599,2,14
"5466","S1151","F","91","C","0","H","B",3.3,1.05,2.85,2.599,12,16
"5467","S1151","H","11","P","0","D","A",12.66,17.56,6.01,107.867,11,19
"5468","S1151","H","11","P","0","H","A",12.66,17.56,6.01,107.867,2,33
"5469","S1151","H","11","P","0","H","A",12.66,17.56,6.01,107.867,10,15
"5470","S1151","H","11","P","0","H","B",12.66,17.56,6.01,107.867,13,13
"5471","S1151","H","11","P","0","H","C",12.66,17.56,6.01,107.867,32,67
"5472","S1151","H","11","P","0","H","E",12.66,17.56,6.01,107.867,36,60
"5473","S1151","H","11","P","0","P","A",12.66,17.56,6.01,107.867,17,17
"5474","S1151","H","11","P","0","S","A",12.66,17.56,6.01,107.867,55,43
"5475","S1151","H","11","P","1","H","C",12.66,17.435,5.33,107.975,5,1
"5476","S1151","H","11","P","1","H","C",12.66,17.435,5.33,107.975,27,43
"5477","S1151","H","11","P","1","S","A",12.66,17.435,5.33,107.975,28,18
"5478","S1151","H","11","S","0","D","A",12.66,17.56,6.01,107.867,9,15
"5479","S1151","H","11","S","0","H","B",12.66,17.56,6.01,107.867,13,13
"5480","S1151","H","11","S","0","H","C",12.66,17.56,6.01,107.867,34,56
"5481","S1151","H","11","S","0","H","E",12.66,17.56,6.01,107.867,36,68
"5482","S1151","H","11","S","0","P","A",12.66,17.56,6.01,107.867,14,14
"5483","S1151","H","11","S","0","S","A",12.66,17.56,6.01,107.867,60,38
"5484","S1151","H","11","S","1","H","C",12.66,17.435,5.33,107.975,3,1
"5485","S1151","H","11","S","1","H","C",12.66,17.435,5.33,107.975,25,36
"5486","S1151","H","11","S","1","S","A",12.66,17.435,5.33,107.975,28,15
"5487","S1151","H","12","P","0","D","A",12.7,13.1,5.975,90.539,7,32
"5489","S1151","H","12","P","0","H","A",12.7,13.1,5.975,90.539,8,35
"5490","S1151","H","12","P","0","H","B",12.7,13.1,5.975,90.539,5,19
"5491","S1151","H","12","P","0","H","C",12.7,13.1,5.975,90.539,23,69
"5492","S1151","H","12","P","0","H","E",12.7,13.1,5.975,90.539,29,32
"5493","S1151","H","12","P","0","P","A",12.7,13.1,5.975,90.539,13,13
"5494","S1151","H","12","P","0","S","A",12.7,13.1,5.975,90.539,46,10
"5495","S1151","H","12","P","1","H","C",12.7,12.422,6.1,85.124,3,19
"5496","S1151","H","12","P","1","H","C",12.7,12.422,6.1,85.124,22,23
"5497","S1151","H","12","S","0","D","A",12.7,13.1,5.975,90.539,7,32
"5498","S1151","H","12","S","0","H","B",12.7,13.1,5.975,90.539,5,19
"5499","S1151","H","12","S","0","H","C",12.7,13.1,5.975,90.539,23,69
"5500","S1151","H","12","S","0","H","E",12.7,13.1,5.975,90.539,29,32
"5501","S1151","H","12","S","0","P","A",12.7,13.1,5.975,90.539,13,13
"5502","S1151","H","12","S","0","S","A",12.7,13.1,5.975,90.539,46,10
"5503","S1151","H","12","S","1","H","C",12.7,12.422,6.1,85.124,3,19
"5504","S1151","H","12","S","1","H","C",12.7,12.422,6.1,85.124,22,26
"5505","S1151","H","18","P","0","D","A",14.91,12.65,4.38,93.355,9,2
"5506","S1151","H","18","P","0","H","A",14.91,12.65,4.38,93.355,3,12
"5507","S1151","H","18","P","0","H","A",14.91,12.65,4.38,93.355,8,37
"5508","S1151","H","18","P","0","H","B",14.91,12.65,4.38,93.355,9,9
"5509","S1151","H","18","P","0","H","C",14.91,12.65,4.38,93.355,29,23
"5510","S1151","H","18","P","0","P","A",14.91,12.65,4.38,93.355,20,20
"5511","S1151","H","18","P","0","S","A",14.91,12.65,4.38,93.355,53,51
"5512","S1151","H","18","P","1","H","C",14.905,12.64,4.36,88.156,3,2
"5513","S1151","H","18","P","1","H","C",14.905,12.64,4.36,88.156,21,25
"5514","S1151","H","18","P","1","S","A",14.905,12.64,4.36,88.156,24,8
"5515","S1151","H","18","S","0","D","A",14.91,12.65,4.38,93.355,9,2
"5516","S1151","H","18","S","0","H","B",14.91,12.65,4.38,93.355,9,9
"5517","S1151","H","18","S","0","H","C",14.91,12.65,4.38,93.355,25,15
"5518","S1151","H","18","S","0","P","A",14.91,12.65,4.38,93.355,21,22
"5519","S1151","H","18","S","0","S","A",14.91,12.65,4.38,93.355,56,32
"5520","S1151","H","18","S","1","H","C",14.905,12.64,4.36,88.156,3,1
"5521","S1151","H","18","S","1","H","C",14.905,12.64,4.36,88.156,21,55
"5522","S1151","H","18","S","1","S","A",14.905,12.64,4.36,88.156,19,11
"5524","S1151","H","19","P","0","H","A",14.77,12.96,4.89,107.434,11,46
"5525","S1151","H","19","P","0","H","B",14.77,12.96,4.89,107.434,10,1
"5527","S1151","H","19","P","0","P","A",14.77,12.96,4.89,107.434,19,22
"5528","S1151","H","19","P","0","S","A",14.77,12.96,4.89,107.434,46,20
"5529","S1151","H","19","P","1","H","C",14.765,12.96,4.89,107.434,3,1
"5530","S1151","H","19","P","1","H","C",14.765,12.96,4.89,107.434,15,29
"5531","S1151","H","19","S","0","D","A",14.77,12.96,4.89,107.434,7,32
"5532","S1151","H","19","S","0","H","B",14.77,12.96,4.89,107.434,10,1
"5534","S1151","H","19","S","0","P","A",14.77,12.96,4.89,107.434,19,22
"5535","S1151","H","19","S","0","S","A",14.77,12.96,4.89,107.434,46,16
"5536","S1151","H","19","S","1","H","C",14.765,12.96,4.89,107.434,3,1
"5537","S1151","H","19","S","1","H","C",14.765,12.96,4.89,107.434,15,29
"5538","S1151","L","11","C","0","H","A",15.244,14.235,3.78,69.637,2,44
"5539","S1151","L","11","C","0","H","A",15.244,14.235,3.78,69.637,4,1
"5540","S1151","L","11","C","0","H","B",15.244,14.235,3.78,69.637,5,1
"5541","S1151","L","11","C","0","H","C",15.244,14.235,3.78,69.637,23,25
"5542","S1151","L","11","C","1","H","C",15.249,10.88,0.997,37.039,3,1
"5543","S1151","L","11","C","1","H","C",15.249,10.88,0.997,37.039,4,18
"5544","S1151","L","11","C","2","H","C",15.244,4.18,4.33,33.248,5,18
"5545","S1151","L","12","C","0","H","A",13.13,14.235,3.78,60.756,2,44
"5546","S1151","L","12","C","0","H","A",13.13,14.235,3.78,60.756,4,1
"5547","S1151","L","12","C","0","H","B",13.13,14.235,3.78,60.756,5,1
"5548","S1151","L","12","C","0","H","C",13.13,14.235,3.78,60.756,23,25
"5549","S1151","L","12","C","1","H","C",13.13,10.88,0.997,32.273,3,1
"5550","S1151","L","12","C","1","H","C",13.13,10.88,0.997,32.273,4,18
"5551","S1151","L","12","C","2","H","C",13.13,4.18,4.33,28.808,5,18
"5552","S1151","L","13","C","0","H","A",13.5,14.235,2.81,58.59,4,44
"5553","S1151","L","13","C","0","H","A",13.5,14.235,2.81,58.59,2,1
"5554","S1151","L","13","C","0","H","B",13.5,14.235,2.81,58.59,7,1
"5555","S1151","L","13","C","0","H","C",13.5,14.235,2.81,58.59,14,14
"5556","S1151","L","13","C","1","H","C",13.5,10.88,0.997,32.707,5,1
"5557","S1151","L","13","C","1","H","C",13.5,10.88,0.997,32.707,6,16
"5558","S1151","L","13","C","2","H","C",13.5,3.75,2.75,25.559,3,14
"5559","S1151","L","13","C","G","H","D",27.12,3.75,3.78,122.27,14,14
"5560","S1151","L","13","C","G","H","E",27.12,3.75,3.78,122.27,27,35
"5561","S1151","L","13","C","G","P","A",27.12,3.75,3.78,122.27,16,16
"5562","S1151","L","13","C","G","S","C",27.12,3.75,3.78,122.27,22,17
"5563","S1151","L","14","C","0","H","A",13.62,14.235,3.78,63.68,4,44
"5564","S1151","L","14","C","0","H","A",13.62,14.235,3.78,63.68,2,1
"5565","S1151","L","14","C","0","H","B",13.62,14.235,3.78,63.68,7,1
"5566","S1151","L","14","C","0","H","C",13.62,14.235,3.78,63.68,14,14
"5567","S1151","L","14","C","1","H","C",13.62,10.88,0.997,34.006,5,1
"5568","S1151","L","14","C","1","H","C",13.62,10.88,0.997,34.006,6,16
"5569","S1151","L","14","C","2","H","C",13.62,4.17,4.33,29.566,3,14
"5570","S1151","L","15","C","0","H","A",15,14.235,3.78,70.07,2,44
"5571","S1151","L","15","C","0","H","A",15,14.235,3.78,70.07,4,1
"5572","S1151","L","15","C","0","H","B",15,14.235,3.78,70.07,5,2
"5573","S1151","L","15","C","0","H","C",15,14.235,3.78,70.07,13,20
"5574","S1151","L","15","C","1","H","C",15,10.88,0.997,37.472,3,2
"5575","S1151","L","15","C","1","H","C",15,10.88,0.997,37.472,11,9
"5576","S1151","L","15","C","2","H","C",15,4.17,4.33,32.382,3,14
"5577","S1151","L","15","C","G","H","D",28.62,4.17,4.33,129.31,12,20
"5578","S1151","L","15","C","G","P","A",28.62,4.17,4.33,129.31,9,9
"5579","S1151","L","15","C","G","S","C",28.62,4.17,4.33,129.31,22,8
"5580","S1151","L","16","C","0","H","A",13.62,14.235,2.81,59.24,2,44
"5581","S1151","L","16","C","0","H","A",13.62,14.235,2.81,59.24,4,1
"5582","S1151","L","16","C","0","H","B",13.62,14.235,2.81,59.24,5,2
"5583","S1151","L","16","C","0","H","C",13.62,14.235,2.81,59.24,13,20
"5584","S1151","L","16","C","1","H","C",13.62,10.88,0.997,33.14,3,2
"5585","S1151","L","16","C","1","H","C",13.62,10.88,0.997,33.14,11,9
"5586","S1151","L","16","C","2","H","C",13.62,3.75,2.75,25.775,3,9
"5587","S1151","L","17","C","0","H","A",15.12,14.235,3.78,71.261,4,43
"5588","S1151","L","17","C","0","H","A",15.12,14.235,3.78,71.261,2,1
"5589","S1151","L","17","C","0","H","B",15.12,14.235,3.78,71.261,7,2
"5590","S1151","L","17","C","0","H","C",15.12,14.235,3.78,71.261,12,20
"5591","S1151","L","17","C","0","P","A",15.12,14.235,3.78,71.261,9,10
"5592","S1151","L","17","C","0","S","C",15.12,14.235,3.78,71.261,22,9
"5593","S1151","L","17","C","1","H","C",15.12,10.88,0.997,37.688,3,2
"5594","S1151","L","17","C","1","H","C",15.12,10.88,0.997,37.688,9,9
"5595","S1151","L","17","C","2","H","C",15.12,4.19,4.34,33.14,3,14
"5596","S1151","L","18","C","0","H","A",15.12,14.235,3.78,71.586,2,44
"5597","S1151","L","18","C","0","H","A",15.12,14.235,3.78,71.586,2,4
"5598","S1151","L","18","C","0","H","B",15.12,14.235,3.78,71.586,7,14
"5599","S1151","L","18","C","0","H","C",15.12,14.235,3.78,71.586,14,28
"5600","S1151","L","18","C","1","H","C",15.12,10.88,0.997,37.688,3,14
"5601","S1151","L","18","C","1","H","C",15.12,10.88,0.997,37.688,4,21
"5602","S1151","L","18","C","2","H","C",15.12,4.19,4.34,33.898,5,21
"5603","S1151","L","18","C","G","H","D",30.652,14.235,3.78,144.039,11,2
"5604","S1151","L","18","C","G","P","A",30.652,14.235,3.78,144.039,11,11
"5605","S1151","L","18","C","G","S","C",30.652,14.235,3.78,144.039,19,17
"5606","S1151","L","19","C","0","H","A",15.532,14.235,2.81,72.453,2,40
"5607","S1151","L","19","C","0","H","A",15.532,14.235,2.81,72.453,2,1
"5608","S1151","L","19","C","0","H","B",15.532,14.235,2.81,72.453,7,14
"5609","S1151","L","19","C","0","H","C",15.532,14.235,2.81,72.453,14,28
"5610","S1151","L","19","C","1","H","C",15.533,10.88,0.997,41.154,3,14
"5611","S1151","L","19","C","1","H","C",15.533,10.88,0.997,41.154,4,21
"5612","S1151","L","19","C","2","H","C",15.533,4.02,3.76,31.082,5,21
"5613","S1151","L","21","P","0","H","A",11.515,4.148,4.815,10.18,2,24
"5614","S1151","L","21","P","0","H","A",11.515,4.148,4.815,10.18,2,8
"5615","S1151","L","21","P","0","H","B",11.515,4.148,4.815,10.18,7,18
"5616","S1151","L","21","P","0","H","C",11.515,4.148,4.815,10.18,14,38
"5619","S1151","M","11","C","G","H","D",28.25,32.2,19.588,505.761,42,45
"5622","S1151","M","11","P","0","D","A",16,12.9,3.6,55.233,19,20
"5623","S1151","M","11","P","0","E","A",16,12.9,3.6,55.233,17,20
"5624","S1151","M","11","P","0","H","A",16,12.9,3.6,55.233,2,1
"5625","S1151","M","11","P","0","H","C",16,12.9,3.6,55.233,14,29
"5626","S1151","M","11","S","0","D","A",16,12.9,3.6,55.233,19,20
"5627","S1151","M","11","S","0","E","A",16,12.9,3.6,55.233,17,20
"5628","S1151","M","11","S","0","H","C",16,12.9,3.6,55.233,14,29
"5629","S1151","M","12","C","0","E","A",28.9,10.1,3.6,48.735,16,1
"5630","S1151","M","12","C","0","H","A",28.9,10.1,3.6,48.735,2,1
"5631","S1151","M","12","C","0","H","C",28.9,10.1,3.6,48.735,22,29
"5633","S1151","M","21","C","0","D","A",24.6,14.6,3,66.063,18,20
"5634","S1151","M","21","C","0","E","A",24.6,14.6,3,66.063,16,20
"5635","S1151","M","21","C","0","H","A",24.6,14.6,3,66.063,2,1
"5636","S1151","M","21","C","0","H","C",24.6,14.6,3,66.063,16,20
"5637","S1151","M","22","C","0","E","A",28.6,8.7,3,42.237,16,1
"5638","S1151","M","22","C","0","H","A",28.6,8.7,3,42.237,2,1
"5639","S1151","M","22","C","0","H","C",28.6,8.7,3,42.237,15,20
"5641","S1151","M","31","C","0","D","A",24.6,14.6,2.9,66.063,16,20
"5642","S1151","M","31","C","0","E","A",24.6,14.6,2.9,66.063,16,20
"5643","S1151","M","31","C","0","H","A",24.6,14.6,2.9,66.063,2,1
"5644","S1151","M","31","C","0","H","C",24.6,14.6,2.9,66.063,16,4
"5645","S1151","M","32","C","0","E","A",24.6,8,2.9,28.158,16,1
"5646","S1151","M","32","C","0","H","A",24.6,8,2.9,28.158,2,1
"5647","S1151","M","32","C","0","H","C",24.6,8,2.9,28.158,21,29
"5649","S1151","M","41","C","0","D","A",32.2,14.5,2.9,73.644,18,1
"5650","S1151","M","41","C","0","E","A",32.2,14.5,2.9,73.644,16,1
"5651","S1151","M","41","C","0","H","A",32.2,14.5,2.9,73.644,4,1
"5652","S1151","M","41","C","0","H","C",32.2,14.5,2.9,73.644,11,4
"5653","S1151","M","42","C","0","E","A",8.04,5.63,2.9,8.664,16,1
"5654","S1151","M","42","C","0","H","A",8.04,5.63,2.9,8.664,2,1
"5655","S1151","M","42","C","0","H","C",8.04,5.63,2.9,8.664,25,13
"5657","S1151","M","51","C","0","D","A",14.4,13.65,2.9,38.988,16,20
"5658","S1151","M","51","C","0","E","A",14.4,13.65,2.9,38.988,18,20
"5659","S1151","M","51","C","0","H","A",14.4,13.65,2.9,38.988,2,1
"5660","S1151","M","51","C","0","H","C",14.4,13.65,2.9,38.988,32,13
"5665","S1151","S","11","P","0","D","A",12.66,11.72,4.054,52.526,8,11
"5666","S1151","S","11","P","0","H","A",12.66,11.72,4.054,52.526,2,34
"5667","S1151","S","11","P","0","H","A",12.66,11.72,4.054,52.526,3,2
"5668","S1151","S","11","P","0","H","B",12.66,11.72,4.054,52.526,7,6
"5669","S1151","S","11","P","0","H","C",12.66,11.72,4.054,52.526,3,3
"5670","S1151","S","11","P","0","H","C",12.66,11.72,4.054,52.526,23,18
"5671","S1151","S","11","P","0","S","A",12.66,11.72,4.054,52.526,66,1
"5672","S1151","S","11","P","1","H","C",12.66,4.45,3.522,15.379,7,14
"5673","S1151","S","11","P","2","H","C",12.66,3.9,3.435,21.01,6,1
"5674","S1151","S","11","P","3","H","C",12.66,5.9,2.013,12.238,5,1
"5675","S1151","S","11","P","3","H","C",12.66,5.9,2.013,12.238,7,15
"5676","S1151","S","11","S","0","D","A",12.66,11.72,4.054,52.526,8,15
"5677","S1151","S","11","S","0","H","B",12.66,11.72,4.054,52.526,7,6
"5678","S1151","S","11","S","0","H","C",12.66,11.72,4.054,52.526,3,2
"5679","S1151","S","11","S","0","H","C",12.66,11.72,4.054,52.526,20,23
"5680","S1151","S","11","S","0","S","A",12.66,11.72,4.054,52.526,59,1
"5681","S1151","S","11","S","1","H","C",12.66,4.45,3.522,15.379,7,14
"5682","S1151","S","11","S","2","H","C",12.66,3.9,3.435,21.01,4,16
"5683","S1151","S","11","S","3","H","C",12.66,5.9,2.013,12.238,3,1
"5684","S1151","S","11","S","3","H","C",12.66,5.9,2.013,12.238,5,15
"5685","S1151","S","12","P","0","D","A",12.7,13.765,4.04,70.937,8,12
"5686","S1151","S","12","P","0","H","A",12.7,13.765,4.04,70.937,2,34
"5687","S1151","S","12","P","0","H","A",12.7,13.765,4.04,70.937,3,2
"5688","S1151","S","12","P","0","H","B",12.7,13.765,4.04,70.937,7,6
"5689","S1151","S","12","P","0","H","C",12.7,13.765,4.04,70.937,3,3
"5690","S1151","S","12","P","0","H","C",12.7,13.765,4.04,70.937,31,44
"5691","S1151","S","12","P","0","S","A",12.7,13.765,4.04,70.937,66,1
"5692","S1151","S","12","P","1","H","C",12.7,4.45,3.522,15.27,7,5
"5693","S1151","S","12","P","2","H","C",12.7,3.834,3.435,17.545,6,3
"5694","S1151","S","12","P","3","H","C",12.7,8.63,2.13,22.743,5,1
