"","no_project","block","direction1","direction2","shape","division","work","long","width","height","total_weight","workday_plan","workday_record"
"9690","S1160","B","13","P","0","H","C",13.93,13.36,7.787,153.028,3,15
"9691","S1160","B","13","P","0","H","C",13.93,13.36,7.787,153.028,32,44
"9692","S1160","B","13","P","0","S","A",13.93,13.36,7.787,153.028,24,1
"9693","S1160","B","13","P","1","H","C",13.93,8.41,3.722,42.02,3,15
"9694","S1160","B","13","P","1","H","C",13.93,8.41,3.722,42.02,7,44
"9695","S1160","B","13","P","2","H","C",13.93,6.315,3.964,41.696,4,32
"9696","S1160","B","13","P","3","D","A",13.93,14.15,2.165,63.789,7,1
"9697","S1160","B","13","P","3","H","C",13.93,14.15,2.165,63.789,5,14
"9698","S1160","B","13","P","3","H","C",13.93,14.15,2.165,63.789,8,42
"9699","S1160","B","13","S","0","D","A",13.93,14.686,7.787,127.794,6,10
"9700","S1160","B","13","S","0","H","B",13.93,14.686,7.787,127.794,8,15
"9701","S1160","B","13","S","0","H","C",13.93,14.686,7.787,127.794,3,15
"9702","S1160","B","13","S","0","H","C",13.93,14.686,7.787,127.794,32,31
"9703","S1160","B","13","S","0","S","A",13.93,14.686,7.787,127.794,24,1
"9704","S1160","B","13","S","1","H","C",13.93,8.41,3.722,42.02,3,15
"9705","S1160","B","13","S","1","H","C",13.93,8.41,3.722,42.02,7,44
"9706","S1160","B","13","S","2","H","C",13.93,6.315,3.964,41.696,4,32
"9707","S1160","B","13","S","3","D","A",13.93,11.15,2.165,42.454,7,1
"9708","S1160","B","13","S","3","H","C",13.93,11.15,2.165,42.454,5,15
"9709","S1160","B","13","S","3","H","C",13.93,11.15,2.165,42.454,8,49
"9710","S1160","B","14","C","G","D","A",13.62,24.3,2.18,173.822,2,6
"9711","S1160","B","14","C","G","H","D",13.62,24.3,2.18,173.822,7,10
"9712","S1160","B","14","C","G","H","E",13.62,24.3,2.18,173.822,21,27
"9713","S1160","B","14","C","G","P","A",13.62,24.3,2.18,173.822,23,23
"9714","S1160","B","14","C","G","S","A",13.62,24.3,2.18,173.822,15,19
"9715","S1160","B","14","P","0","D","A",13.62,13.65,2.18,99.636,7,24
"9716","S1160","B","14","P","0","H","A",13.62,13.65,2.18,99.636,2,10
"9717","S1160","B","14","P","0","H","A",13.62,13.65,2.18,99.636,2,1
"9718","S1160","B","14","P","0","H","B",13.62,13.65,2.18,99.636,7,1
"9719","S1160","B","14","P","0","H","C",13.62,13.65,2.18,99.636,5,1
"9720","S1160","B","14","P","0","H","C",13.62,13.65,2.18,99.636,13,9
"9721","S1160","B","14","P","1","D","A",13.62,13.65,2.165,62.381,7,13
"9722","S1160","B","14","P","1","H","C",13.62,13.65,2.165,62.381,5,1
"9723","S1160","B","14","P","1","H","C",13.62,13.65,2.165,62.381,7,33
"9724","S1160","B","14","S","0","D","A",13.62,10.65,2.18,74.186,7,24
"9725","S1160","B","14","S","0","H","B",13.62,10.65,2.18,74.186,7,1
"9726","S1160","B","14","S","0","H","C",13.62,10.65,2.18,74.186,5,1
"9727","S1160","B","14","S","0","H","C",13.62,10.65,2.18,74.186,13,9
"9728","S1160","B","14","S","1","D","A",13.62,10.65,2.165,44.836,7,13
"9729","S1160","B","14","S","1","H","C",13.62,10.65,2.165,44.836,5,1
"9730","S1160","B","14","S","1","H","C",13.62,10.65,2.165,44.836,7,23
"9732","S1160","B","15","C","M","H","E",43.74,24.3,16.415,961.269,19,32
"9733","S1160","B","15","C","M","S","A",43.74,24.3,16.415,961.269,14,10
"9734","S1160","B","15","P","0","D","A",15,13.65,2.18,111.441,7,13
"9735","S1160","B","15","P","0","H","A",15,13.65,2.18,111.441,4,26
"9736","S1160","B","15","P","0","H","A",15,13.65,2.18,111.441,2,1
"9737","S1160","B","15","P","0","H","B",15,13.65,2.18,111.441,7,6
"9738","S1160","B","15","P","0","H","C",15,13.65,2.18,111.441,6,2
"9739","S1160","B","15","P","0","H","C",15,13.65,2.18,111.441,17,16
"9740","S1160","B","15","P","1","D","A",15,13.65,2.165,70.395,5,5
"9741","S1160","B","15","P","1","H","C",15,13.65,2.165,70.395,3,3
"9742","S1160","B","15","P","1","H","C",15,13.65,2.165,70.395,9,4
"9743","S1160","B","15","P","G","D","A",43.62,13.65,2.165,208.478,9,12
"9744","S1160","B","15","P","G","H","D",43.62,13.65,2.165,208.478,14,14
"9745","S1160","B","15","P","G","P","A",43.62,13.65,2.165,208.478,26,38
"9746","S1160","B","15","P","G","S","A",43.62,13.65,2.165,208.478,11,6
"9747","S1160","B","15","S","0","D","A",15,10.65,2.18,83.499,7,13
"9748","S1160","B","15","S","0","H","B",15,10.65,2.18,83.499,7,6
"9749","S1160","B","15","S","0","H","C",15,10.65,2.18,83.499,3,3
"9750","S1160","B","15","S","0","H","C",15,10.65,2.18,83.499,10,14
"9751","S1160","B","15","S","1","D","A",15,10.65,2.165,50.36,7,5
"9752","S1160","B","15","S","1","H","C",15,10.65,2.165,50.36,3,3
"9753","S1160","B","15","S","1","H","C",15,10.65,2.165,50.36,8,13
"9754","S1160","B","15","S","G","D","A",28.62,10.65,2.165,155.843,9,12
"9755","S1160","B","15","S","G","H","D",28.62,10.65,2.165,155.843,18,18
"9756","S1160","B","15","S","G","P","A",28.62,10.65,2.165,155.843,15,27
"9757","S1160","B","15","S","G","S","A",28.62,10.65,2.165,155.843,11,23
"9758","S1160","B","16","P","0","D","A",13.62,13.65,2.18,97.037,7,10
"9759","S1160","B","16","P","0","H","A",13.62,13.65,2.18,97.037,5,24
"9760","S1160","B","16","P","0","H","A",13.62,13.65,2.18,97.037,4,1
"9761","S1160","B","16","P","0","H","B",13.62,13.65,2.18,97.037,3,4
"9762","S1160","B","16","P","0","H","C",13.62,13.65,2.18,97.037,3,1
"9763","S1160","B","16","P","0","H","C",13.62,13.65,2.18,97.037,14,19
"9764","S1160","B","16","P","1","D","A",13.62,13.65,2.165,59.457,14,4
"9765","S1160","B","16","P","1","H","C",13.62,13.65,2.165,59.457,3,1
"9766","S1160","B","16","P","1","H","C",13.62,13.65,2.165,59.457,22,9
"9767","S1160","B","16","S","0","D","A",13.62,10.65,2.18,72.344,7,5
"9768","S1160","B","16","S","0","H","B",13.62,10.65,2.18,72.344,3,4
"9769","S1160","B","16","S","0","H","C",13.62,10.65,2.18,72.344,12,1
"9770","S1160","B","16","S","0","H","C",13.62,10.65,2.18,72.344,10,15
"9771","S1160","B","16","S","1","D","A",13.62,10.65,2.165,41.696,14,4
"9772","S1160","B","16","S","1","H","C",13.62,10.65,2.165,41.696,3,1
"9773","S1160","B","16","S","1","H","C",13.62,10.65,2.165,41.696,16,8
"9774","S1160","B","17","C","G","D","A",15.12,24.3,2.18,201.005,8,11
"9775","S1160","B","17","C","G","H","D",15.12,24.3,2.18,201.005,18,12
"9776","S1160","B","17","C","G","P","A",15.12,24.3,2.18,201.005,15,25
"9777","S1160","B","17","C","G","S","A",15.12,24.3,2.18,201.005,14,24
"9778","S1160","B","17","P","0","D","A",15.12,13.65,2.18,114.798,7,25
"9779","S1160","B","17","P","0","H","A",15.12,13.65,2.18,114.798,3,16
"9780","S1160","B","17","P","0","H","A",15.12,13.65,2.18,114.798,2,2
"9781","S1160","B","17","P","0","H","B",15.12,13.65,2.18,114.798,14,4
"9782","S1160","B","17","P","0","H","C",15.12,13.65,2.18,114.798,3,2
"9783","S1160","B","17","P","0","H","C",15.12,13.65,2.18,114.798,24,31
"9784","S1160","B","17","P","1","D","A",15.12,13.65,2.165,73.969,7,4
"9785","S1160","B","17","P","1","H","C",15.12,13.65,2.165,73.969,3,4
"9786","S1160","B","17","P","1","H","C",15.12,13.65,2.165,73.969,7,31
"9787","S1160","B","17","S","0","D","A",15.12,10.65,2.18,86.207,7,25
"9788","S1160","B","17","S","0","H","B",15.12,10.65,2.18,86.207,14,4
"9789","S1160","B","17","S","0","H","C",15.12,10.65,2.18,86.207,3,2
"9790","S1160","B","17","S","0","H","C",15.12,10.65,2.18,86.207,18,19
"9791","S1160","B","17","S","1","D","A",15.12,10.65,2.165,53.5,7,4
"9792","S1160","B","17","S","1","H","C",15.12,10.65,2.165,53.5,3,4
"9793","S1160","B","17","S","1","H","C",15.12,10.65,2.165,53.5,7,10
"9794","S1160","B","18","C","G","D","A",14.905,26.6,2.18,232.196,8,10
"9795","S1160","B","18","C","G","H","D",14.905,26.6,2.18,232.196,14,33
"9796","S1160","B","18","C","G","P","A",14.905,26.6,2.18,232.196,18,19
"9797","S1160","B","18","C","G","S","A",14.905,26.6,2.18,232.196,14,1
"9799","S1160","B","18","C","M","H","E",30.65,31.6,16.4,777.813,26,41
"9800","S1160","B","18","C","M","S","A",30.65,31.6,16.4,777.813,12,7
"9801","S1160","B","18","P","0","D","A",14.905,13.3,2.18,70.287,7,25
"9802","S1160","B","18","P","0","H","A",14.905,13.3,2.18,70.287,5,32
"9803","S1160","B","18","P","0","H","A",14.905,13.3,2.18,70.287,2,2
"9804","S1160","B","18","P","0","H","B",14.905,13.3,2.18,70.287,14,6
"9805","S1160","B","18","P","0","H","C",14.905,13.3,2.18,70.287,5,3
"9806","S1160","B","18","P","0","H","C",14.905,13.3,2.18,70.287,17,34
"9807","S1160","B","18","P","1","D","A",14.905,13.3,2.165,62.706,7,23
"9808","S1160","B","18","P","1","H","C",14.905,13.3,2.165,62.706,3,7
"9809","S1160","B","18","P","1","H","C",14.905,13.3,2.165,62.706,9,15
"9810","S1160","B","18","S","0","D","A",14.905,10.3,2.18,78.626,7,25
"9811","S1160","B","18","S","0","H","B",14.905,10.3,2.18,78.626,14,6
"9812","S1160","B","18","S","0","H","C",14.905,10.3,2.18,78.626,3,3
"9813","S1160","B","18","S","0","H","C",14.905,10.3,2.18,78.626,22,18
"9814","S1160","B","18","S","1","D","A",14.905,10.3,2.165,42.345,5,5
"9815","S1160","B","18","S","1","H","C",14.905,10.3,2.165,42.345,5,7
"9816","S1160","B","18","S","1","H","C",14.905,10.3,2.165,42.345,9,15
"9817","S1160","B","19","C","0","D","A",14.765,15.5,2.18,83.283,7,25
"9819","S1160","B","19","C","0","H","A",14.765,15.5,2.18,83.283,2,35
"9820","S1160","B","19","C","0","H","B",14.765,15.5,2.18,83.283,8,3
"9821","S1160","B","19","C","0","H","C",14.765,15.5,2.18,83.283,5,2
"9822","S1160","B","19","C","0","H","C",14.765,15.5,2.18,83.283,20,22
"9823","S1160","B","19","C","1","D","A",14.765,15.5,2.165,50.901,7,3
"9824","S1160","B","19","C","1","H","C",14.765,15.5,2.165,50.901,3,3
"9825","S1160","B","19","C","1","H","C",14.765,15.5,2.165,50.901,12,10
"9826","S1160","D","11","C","G","D","A",15.11,26.287,4.57,121.838,9,18
"9827","S1160","D","11","C","G","H","D",15.11,26.287,4.57,121.838,9,2
"9829","S1160","D","11","C","G","P","A",15.11,26.287,4.57,121.838,12,15
"9830","S1160","D","11","C","G","S","C",15.11,26.287,4.57,121.838,7,6
"9831","S1160","D","11","P","0","D","A",15.11,13.9,4.57,77.435,5,1
"9832","S1160","D","11","P","0","H","A",15.11,13.9,4.57,77.435,4,4
"9833","S1160","D","11","P","0","H","A",15.11,13.9,4.57,77.435,2,1
"9834","S1160","D","11","P","0","H","B",15.11,13.9,4.57,77.435,7,2
"9835","S1160","D","11","P","0","H","C",15.11,13.9,4.57,77.435,3,1
"9836","S1160","D","11","P","0","H","C",15.11,13.9,4.57,77.435,10,17
"9837","S1160","D","11","P","1","H","C",15.249,3.574,3.213,21.66,8,17
"9838","S1160","D","11","P","2","H","C",10.9,3.4,1.527,13.429,8,17
"9839","S1160","D","11","S","0","D","A",15.11,12.387,4.425,44.403,5,1
"9840","S1160","D","11","S","0","H","B",15.11,12.387,4.425,44.403,7,2
"9841","S1160","D","11","S","0","H","C",15.11,12.387,4.425,44.403,3,1
"9842","S1160","D","11","S","0","H","C",15.11,12.387,4.425,44.403,10,17
"9843","S1160","D","11","S","1","H","C",10.9,3.4,1.527,13.429,8,20
"9844","S1160","D","12","C","G","D","A",12.7,27.78,4.54,111.116,9,18
"9845","S1160","D","12","C","G","H","D",12.7,27.78,4.54,111.116,11,6
"9847","S1160","D","12","C","G","P","A",12.7,27.78,4.54,111.116,14,14
"9848","S1160","D","12","C","G","S","C",12.7,27.78,4.54,111.116,7,5
"9849","S1160","D","12","P","0","D","A",12.7,15.39,4.54,70.07,7,1
"9850","S1160","D","12","P","0","H","A",12.7,15.39,4.54,70.07,3,5
"9851","S1160","D","12","P","0","H","A",12.7,15.39,4.54,70.07,2,1
"9852","S1160","D","12","P","0","H","B",12.7,15.39,4.54,70.07,9,2
"9853","S1160","D","12","P","0","H","C",12.7,15.39,4.54,70.07,6,2
"9854","S1160","D","12","P","0","H","C",12.7,15.39,4.54,70.07,12,20
"9855","S1160","D","12","P","1","H","C",12.7,3.574,3.213,20.902,9,20
"9856","S1160","D","12","P","2","H","C",10.9,3.4,1.527,13.429,9,20
"9857","S1160","D","12","S","0","D","A",12.7,12.39,4.425,41.046,7,1
"9858","S1160","D","12","S","0","H","B",12.7,12.39,4.425,41.046,9,2
"9859","S1160","D","12","S","0","H","C",12.7,12.39,4.425,41.046,6,2
"9860","S1160","D","12","S","0","H","C",12.7,12.39,4.425,41.046,12,20
"9861","S1160","D","12","S","1","H","C",10.9,3.4,1.527,13.429,9,20
"9862","S1160","D","13","C","G","D","A",13.93,27.78,4.522,94.112,13,18
"9863","S1160","D","13","C","G","H","D",13.93,27.78,4.522,94.112,11,3
"9864","S1160","D","13","C","G","H","E",13.93,27.78,4.522,94.112,30,76
"9865","S1160","D","13","C","G","P","A",13.93,27.78,4.522,94.112,12,15
"9866","S1160","D","13","C","G","S","C",13.93,27.78,4.522,94.112,7,5
"9867","S1160","D","13","P","0","D","A",13.93,15.39,4.522,60.756,7,1
"9868","S1160","D","13","P","0","H","A",13.93,15.39,4.522,60.756,8,8
"9869","S1160","D","13","P","0","H","A",13.93,15.39,4.522,60.756,2,6
"9870","S1160","D","13","P","0","H","B",13.93,15.39,4.522,60.756,9,5
"9871","S1160","D","13","P","0","H","C",13.93,15.39,4.522,60.756,6,9
"9872","S1160","D","13","P","0","H","C",13.93,15.39,4.522,60.756,12,15
"9873","S1160","D","13","P","1","H","C",13.93,3.574,1.422,17.87,8,15
"9874","S1160","D","13","S","0","D","A",13.93,12.39,1.03,33.356,7,1
"9875","S1160","D","13","S","0","H","B",13.93,12.39,1.03,33.356,9,5
"9876","S1160","D","13","S","0","H","C",13.93,12.39,1.03,33.356,6,9
"9877","S1160","D","13","S","0","H","C",13.93,12.39,1.03,33.356,12,15
"9878","S1160","D","14","C","G","D","A",13.62,27.775,4.582,122.27,9,18
"9879","S1160","D","14","C","G","H","D",13.62,27.775,4.582,122.27,9,5
"9880","S1160","D","14","C","G","H","E",13.62,27.775,4.582,122.27,22,31
"9881","S1160","D","14","C","G","P","A",13.62,27.775,4.582,122.27,23,25
"9882","S1160","D","14","C","G","S","C",13.62,27.775,4.582,122.27,7,2
"9883","S1160","D","14","P","0","D","A",13.62,15.388,4.582,76.676,7,1
"9884","S1160","D","14","P","0","H","A",13.62,15.388,4.582,76.676,6,6
"9885","S1160","D","14","P","0","H","A",13.62,15.388,4.582,76.676,2,2
"9886","S1160","D","14","P","0","H","B",13.62,15.388,4.582,76.676,7,1
"9887","S1160","D","14","P","0","H","C",13.62,15.388,4.582,76.676,3,2
"9888","S1160","D","14","P","0","H","C",13.62,15.388,4.582,76.676,11,12
"9889","S1160","D","14","P","1","H","C",12.7,3.574,3.213,21.768,8,12
"9890","S1160","D","14","P","2","H","C",10.9,3.4,1.527,13.429,8,12
"9891","S1160","D","14","S","0","D","A",13.62,12.387,4.438,45.594,7,1
"9892","S1160","D","14","S","0","H","B",13.62,12.387,4.438,45.594,7,1
"9893","S1160","D","14","S","0","H","C",13.62,12.387,4.438,45.594,3,2
"9894","S1160","D","14","S","0","H","C",13.62,12.387,4.438,45.594,11,12
"9895","S1160","D","14","S","1","H","C",10.9,3.4,1.527,13.429,8,12
"9896","S1160","D","15","C","G","D","A",15,27.775,4.438,98.661,9,8
"9897","S1160","D","15","C","G","H","D",15,27.775,4.438,98.661,9,14
"9898","S1160","D","15","C","G","H","E",15,27.775,4.438,98.661,22,58
"9899","S1160","D","15","C","G","P","A",15,27.775,4.438,98.661,22,22
"9900","S1160","D","15","C","G","S","C",15,27.775,4.438,98.661,7,1
"9901","S1160","D","15","P","0","D","A",15,15.388,4.438,49.926,7,8
"9902","S1160","D","15","P","0","H","A",15,15.388,4.438,49.926,7,7
"9903","S1160","D","15","P","0","H","A",15,15.388,4.438,49.926,2,1
"9904","S1160","D","15","P","0","H","B",15,15.388,4.438,49.926,11,3
"9905","S1160","D","15","P","0","H","C",15,15.388,4.438,49.926,3,7
"9906","S1160","D","15","P","0","H","C",15,15.388,4.438,49.926,11,31
"9907","S1160","D","15","P","1","H","C",15.9,3.574,3.4,25.992,8,31
"9908","S1160","D","15","P","2","H","C",10.9,3.4,1.527,13.429,8,31
"9909","S1160","D","15","S","0","D","A",15,12.387,4.66,48.735,7,8
"9910","S1160","D","15","S","0","H","B",15,12.387,4.66,48.735,11,3
"9911","S1160","D","15","S","0","H","C",15,12.387,4.66,48.735,3,7
"9912","S1160","D","15","S","0","H","C",15,12.387,4.66,48.735,11,31
"9913","S1160","D","15","S","1","H","C",10.9,3.4,1.527,13.429,8,31
"9914","S1160","D","16","C","G","D","A",13.62,27.775,4.471,104.617,11,21
"9915","S1160","D","16","C","G","H","D",13.62,27.775,4.471,104.617,15,17
"9916","S1160","D","16","C","G","H","E",13.62,27.775,4.471,104.617,21,21
"9917","S1160","D","16","C","G","P","A",13.62,27.775,4.471,104.617,24,23
"9918","S1160","D","16","C","G","S","C",13.62,27.775,4.471,104.617,7,1
"9919","S1160","D","16","P","0","D","A",13.62,15.388,4.471,58.915,7,21
"9920","S1160","D","16","P","0","H","A",13.62,15.388,4.471,58.915,9,9
"9921","S1160","D","16","P","0","H","A",13.62,15.388,4.471,58.915,6,2
"9922","S1160","D","16","P","0","H","B",13.62,15.388,4.471,58.915,7,5
"9923","S1160","D","16","P","0","H","C",13.62,15.388,4.471,58.915,3,9
"9924","S1160","D","16","P","0","H","C",13.62,15.388,4.471,58.915,10,23
"9925","S1160","D","16","P","1","H","C",13.62,3.574,1.422,17.545,7,22
"9926","S1160","D","16","S","0","D","A",13.62,12.387,1.017,31.84,7,21
"9927","S1160","D","16","S","0","H","B",13.62,12.387,1.017,31.84,7,5
"9928","S1160","D","16","S","0","H","C",13.62,12.387,1.017,31.84,3,9
"9929","S1160","D","16","S","0","H","C",13.62,12.387,1.017,31.84,10,23
"9930","S1160","D","17","C","G","D","A",15.12,29.3,4.582,129.96,10,16
"9931","S1160","D","17","C","G","H","D",15.12,29.3,4.582,129.96,9,6
"9932","S1160","D","17","C","G","H","E",15.12,29.3,4.582,129.96,24,61
"9933","S1160","D","17","C","G","P","A",15.12,29.3,4.582,129.96,30,35
"9934","S1160","D","17","C","G","S","C",15.12,29.3,4.582,129.96,7,19
"9935","S1160","D","17","P","0","D","A",15.12,15.4,4.582,82.416,7,16
"9936","S1160","D","17","P","0","H","A",15.12,15.4,4.582,82.416,11,10
"9937","S1160","D","17","P","0","H","A",15.12,15.4,4.582,82.416,2,3
"9938","S1160","D","17","P","0","H","B",15.12,15.4,4.582,82.416,8,2
"9939","S1160","D","17","P","0","H","C",15.12,15.4,4.582,82.416,3,5
"9940","S1160","D","17","P","0","H","C",15.12,15.4,4.582,82.416,13,14
"9941","S1160","D","17","P","1","H","C",15.12,3.574,3.213,24.476,8,12
"9942","S1160","D","17","P","2","H","C",10.9,3.4,1.527,13.429,8,14
"9943","S1160","D","17","S","0","D","A",15.12,12.4,4.438,47.544,7,16
"9944","S1160","D","17","S","0","H","B",15.12,12.4,4.438,47.544,8,2
"9945","S1160","D","17","S","0","H","C",15.12,12.4,4.438,47.544,3,5
"9946","S1160","D","17","S","0","H","C",15.12,12.4,4.438,47.544,13,14
"9947","S1160","D","17","S","1","H","C",10.9,3.4,1.527,13.429,8,14
"9948","S1160","D","18","C","G","D","A",14.987,26.632,4.582,118.155,25,19
"9949","S1160","D","18","C","G","H","D",14.987,26.632,4.582,118.155,9,5
"9950","S1160","D","18","C","G","H","E",14.987,26.632,4.582,118.155,26,61
"9951","S1160","D","18","C","G","P","A",14.987,26.632,4.582,118.155,30,32
"9952","S1160","D","18","C","G","S","C",14.987,26.632,4.582,118.155,7,13
"9953","S1160","D","18","P","0","D","A",14.987,14.816,4.582,76.135,7,19
"9954","S1160","D","18","P","0","H","A",14.987,14.816,4.582,76.135,21,16
"9955","S1160","D","18","P","0","H","A",14.987,14.816,4.582,76.135,5,6
"9956","S1160","D","18","P","0","H","B",14.987,14.816,4.582,76.135,5,3
"9957","S1160","D","18","P","0","H","C",14.987,14.816,4.582,76.135,5,4
"9958","S1160","D","18","P","0","H","C",14.987,14.816,4.582,76.135,9,12
"9959","S1160","D","18","P","1","H","C",14.905,3.574,3.213,23.826,8,8
"9960","S1160","D","18","P","2","H","C",9.5,3.4,1.527,11.588,8,12
"9961","S1160","D","18","S","0","D","A",14.986,11.816,4.44,42.02,7,19
"9962","S1160","D","18","S","0","H","B",14.986,11.816,4.44,42.02,5,3
"9963","S1160","D","18","S","0","H","C",14.986,11.816,4.44,42.02,3,4
"9964","S1160","D","18","S","0","H","C",14.986,11.816,4.44,42.02,11,12
"9965","S1160","D","18","S","1","H","C",10.9,3.4,1.527,13.429,8,12
"9966","S1160","D","19","C","G","D","A",14.765,21.328,4.522,63.572,22,21
"9967","S1160","D","19","C","G","H","D",14.765,21.328,4.522,63.572,9,2
"9968","S1160","D","19","C","G","H","E",14.765,21.328,4.522,63.572,22,61
"9969","S1160","D","19","C","G","P","A",14.765,21.328,4.522,63.572,27,28
"9970","S1160","D","19","C","G","S","C",14.765,21.328,4.522,63.572,7,1
"9971","S1160","D","19","P","0","D","A",14.765,12.164,4.522,45.919,7,21
"9972","S1160","D","19","P","0","H","A",14.765,12.164,4.522,45.919,21,10
"9973","S1160","D","19","P","0","H","A",14.765,12.164,4.522,45.919,5,2
"9974","S1160","D","19","P","0","H","B",14.765,12.164,4.522,45.919,5,1
"9975","S1160","D","19","P","0","H","C",14.765,12.164,4.522,45.919,5,3
"9976","S1160","D","19","P","0","H","C",14.765,12.164,4.522,45.919,10,13
"9977","S1160","D","19","P","1","H","C",14.765,3.574,1.422,18.519,5,9
"9978","S1160","D","19","S","0","D","A",14.765,9.164,1.03,17.653,5,21
"9979","S1160","D","19","S","0","H","B",14.765,9.164,1.03,17.653,5,1
"9980","S1160","D","19","S","0","H","C",14.765,9.164,1.03,17.653,5,3
"9981","S1160","D","19","S","0","H","C",14.765,9.164,1.03,17.653,10,13
"9982","S1160","D","51","P","0","D","A",4.04,6.31,2.368,6.931,12,16
"9983","S1160","D","51","P","0","H","A",4.04,6.31,2.368,6.931,21,16
"9984","S1160","D","51","P","0","H","B",4.04,6.31,2.368,6.931,7,1
"9985","S1160","D","51","P","0","H","C",4.04,6.31,2.368,6.931,19,27
