"","block_group","block_location","ship_type","weight","business","workday_plan","workday_record"
"19145","E","S","BC31",21,"CorpDK",6,11
"19146","E","P","BC31",7,"CorpDK",6,6
"19147","E","S","BC31",7,"CorpDK",6,11
"19148","E","P","BC31",23,"CorpSJ",5,4
"19149","E","S","BC31",23,"CorpSJ",5,10
"19150","E","P","BC31",11,"CorpST",5,7
"19151","E","S","BC31",17,"CorpST",5,8
"19152","E","P","BC31",27,"CorpST",5,7
"19153","E","S","BC31",25,"CorpST",5,8
"19154","E","P","BC31",9,"CorpST",5,7
"19155","E","P","BC31",17,"CorpSJ",5,2
"19156","E","S","BC31",17,"CorpSJ",5,4
"19157","E","P","BC31",18,"CorpSJ",5,2
"19158","E","S","BC31",12,"CorpSJ",5,14
"19159","E","P","BC31",20,"1YARD",5,3
"19160","E","S","BC31",26,"1YARD",5,3
"19161","E","P","BC31",26,"1YARD",5,3
"19162","E","S","BC31",20,"1YARD",5,4
"19163","E","P","BC31",13,"1YARD",5,3
"19164","E","S","BC31",10,"1YARD",5,4
"19165","E","P","BC31",10,"1YARD",5,3
"19166","E","S","BC31",23,"1YARD",5,6
"19167","E","P","BC31",9,"1YARD",5,3
"19168","E","S","BC31",9,"1YARD",5,6
"19169","E","P","BC31",18,"1YARD",5,3
"19170","E","P","BC31",18,"1YARD",5,9
"19171","E","S","BC31",17,"1YARD",5,9
"19172","E","P","BC31",24,"1YARD",5,9
"19173","E","S","BC31",22,"1YARD",5,9
"19174","E","P","BC31",6,"1YARD",5,9
"19175","E","P","BC31",24,"1YARD",5,10
"19176","E","S","BC31",25,"1YARD",5,10
"19177","E","P","BC31",57,"1YARD",5,10
"19178","E","S","BC31",29,"1YARD",5,11
"19179","E","P","BC31",11,"1YARD",5,10
"19180","E","S","BC31",11,"1YARD",5,11
"19181","E","S","BC31",14,"1YARD",5,10
"19182","E","P","BC31",9,"1YARD",5,11
"19183","E","P","BC31",12,"1YARD",5,9
"19184","E","S","BC31",12,"1YARD",5,10
"19185","E","P","BC31",29,"1YARD",5,9
"19186","E","S","BC31",22,"1YARD",5,10
"19187","E","P","BC31",12,"1YARD",5,9
"19188","E","C","BC31",21,"CorpSJ",7,5
"19189","F","C","BC31",102,"CorpWDHI",7,7
"19190","F","P","BC31",16,"CorpSDIndustry",7,18
"19191","F","S","BC31",16,"CorpSDIndustry",7,18
"19192","F","P","BC31",23,"CorpSDIndustry",7,18
"19193","F","S","BC31",18,"CorpSDIndustry",7,18
"19195","F","S","BC31",18,"CorpSDIndustry",7,26
"19197","F","S","BC31",27,"CorpSDIndustry",7,26
"19198","F","C","BC31",24,"CorpWDHI",7,5
"19199","F","C","BC31",18,"CorpWDHI",7,5
"19200","F","P","BC31",13,"CorpSDIndustry",7,21
"19201","F","S","BC31",13,"CorpSDIndustry",7,21
"19202","F","P","BC31",17,"CorpSDIndustry",7,21
"19203","F","S","BC31",16,"CorpSDIndustry",7,21
"19204","F","P","BC31",11,"CorpSDIndustry",7,21
"19205","F","S","BC31",10,"CorpSDIndustry",7,21
"19206","F","P","BC31",21,"CorpSDIndustry",7,21
"19207","F","S","BC31",17,"CorpSDIndustry",7,21
"19208","F","P","BC31",9,"CorpSDIndustry",7,21
"19209","F","S","BC31",9,"CorpSDIndustry",7,21
"19210","F","P","BC31",11,"CorpWDHI",7,31
"19211","F","S","BC31",11,"CorpWDHI",7,31
"19212","F","P","BC31",28,"CorpWDHI",7,31
"19213","F","S","BC31",23,"CorpWDHI",7,31
"19214","F","P","BC31",10,"CorpWDHI",7,31
"19215","F","S","BC31",9,"CorpWDHI",7,31
"19216","F","P","BC31",19,"CorpWDHI",7,31
"19217","F","S","BC31",16,"CorpWDHI",7,31
"19218","F","P","BC31",10,"CorpWDHI",7,20
"19219","F","S","BC31",10,"CorpWDHI",7,20
"19220","F","P","BC31",47,"CorpWDHI",7,20
"19221","F","S","BC31",42,"CorpWDHI",7,20
"19222","F","P","BC31",4,"CorpWDHI",7,20
"19223","F","S","BC31",4,"CorpWDHI",7,20
"19224","F","P","BC31",11,"CorpWDHI",7,20
"19225","F","S","BC31",11,"CorpWDHI",7,20
"19226","F","P","BC31",3,"CorpKY",3,1
"19227","F","S","BC31",3,"CorpKY",3,1
"19228","F","P","BC31",8,"CorpKY",3,1
"19229","F","S","BC31",8,"CorpKY",3,1
"19230","F","C","BC31",3,"CorpWDHI",4,6
"19231","F","P","BC31",3,"CorpWDHI",4,6
"19232","F","S","BC31",3,"CorpWDHI",4,6
"19233","F","P","BC31",3,"CorpWDHI",4,6
"19234","F","S","BC31",2,"CorpWDHI",4,6
"19235","H","P","BC31",5,"1YARD",7,2
"19236","H","S","BC31",5,"1YARD",7,2
"19237","H","P","BC31",101,"1YARD",7,2
"19238","H","S","BC31",101,"1YARD",7,7
"19239","H","P","BC31",5,"1YARD",5,1
"19240","H","S","BC31",5,"1YARD",5,1
"19241","H","P","BC31",79,"1YARD",5,1
"19242","H","S","BC31",79,"1YARD",5,8
"19243","H","P","BC31",5,"2YARD",5,2
"19244","H","S","BC31",5,"2YARD",5,13
"19245","H","P","BC31",77,"2YARD",5,13
"19246","H","S","BC31",77,"2YARD",5,2
"19247","H","P","BC31",6,"2YARD",5,5
"19248","H","S","BC31",6,"2YARD",5,5
"19249","H","P","BC31",78,"2YARD",5,11
"19250","H","S","BC31",78,"2YARD",5,1
"19254","M","C","BC31",51,"CorpMI",3,21
"19256","M","C","BC31",20,"CorpMI",3,18
"19258","M","C","BC31",8,"CorpMI",3,18
"19261","M","C","BC31",23,"CorpMI",3,18
"19263","R","P","BC31",37,"CargotecFinlandOy",5,2
"19264","R","S","BC31",37,"CargotecFinlandOy",5,2
"19265","R","P","BC31",37,"CargotecFinlandOy",5,2
"19266","R","S","BC31",37,"CargotecFinlandOy",5,2
"19267","R","P","BC31",37,"CargotecFinlandOy",5,2
"19268","R","S","BC31",37,"CargotecFinlandOy",5,2
"19269","R","P","BC31",46,"CargotecFinlandOy",5,2
"19270","R","S","BC31",46,"CargotecFinlandOy",5,2
"19271","R","P","BC31",37,"CargotecFinlandOy",5,2
"19272","R","S","BC31",37,"CargotecFinlandOy",5,2
"19273","R","P","BC31",40,"CargotecFinlandOy",5,2
"19274","R","S","BC31",40,"CargotecFinlandOy",5,2
"19275","R","P","BC31",33,"CargotecFinlandOy",6,2
"19276","R","S","BC31",33,"CargotecFinlandOy",6,2
"19277","S","P","BC31",14,"1YARD",5,13
"19278","S","S","BC31",14,"1YARD",5,26
"19279","S","P","BC31",25,"1YARD",5,13
"19280","S","S","BC31",25,"1YARD",5,21
"19281","S","P","BC31",33,"1YARD",5,13
"19282","S","S","BC31",33,"1YARD",5,14
"19283","S","P","BC31",32,"1YARD",5,13
"19284","S","S","BC31",32,"1YARD",5,14
"19285","S","S","BC31",15,"1YARD",5,4
"19286","S","S","BC31",36,"1YARD",5,4
"19287","S","P","BC31",39,"1YARD",5,11
"19288","S","S","BC31",39,"1YARD",5,11
"19289","S","P","BC31",58,"1YARD",5,6
"19290","S","S","BC31",58,"1YARD",5,13
"19291","S","P","BC31",34,"1YARD",5,6
"19292","S","S","BC31",34,"1YARD",5,18
"19293","S","P","BC31",37,"1YARD",5,6
"19294","S","S","BC31",37,"1YARD",5,13
"19295","S","P","BC31",64,"1YARD",5,6
"19296","S","S","BC31",64,"1YARD",5,13
"19297","S","P","BC31",15,"1YARD",5,6
"19298","S","S","BC31",15,"1YARD",5,18
"19299","S","P","BC31",64,"1YARD",5,6
"19300","S","S","BC31",65,"1YARD",5,11
"19301","S","P","BC31",41,"1YARD",5,6
"19302","S","S","BC31",41,"1YARD",5,11
"19303","S","P","BC31",50,"1YARD",5,6
"19304","S","S","BC31",50,"1YARD",5,11
"19305","S","P","BC31",29,"1YARD",5,6
"19306","S","S","BC31",32,"1YARD",5,11
"19307","S","P","BC31",24,"1YARD",5,6
"19308","S","S","BC31",24,"1YARD",5,18
"19309","S","P","BC31",30,"1YARD",5,6
"19310","S","S","BC31",30,"1YARD",5,13
"19311","S","P","BC31",65,"1YARD",5,8
"19312","S","S","BC31",65,"1YARD",5,9
"19313","S","P","BC31",37,"1YARD",5,8
"19314","S","S","BC31",37,"1YARD",5,9
"19315","S","P","BC31",42,"1YARD",5,8
"19316","S","S","BC31",42,"1YARD",5,9
"19317","S","P","BC31",30,"1YARD",5,8
"19318","S","S","BC31",30,"1YARD",5,9
"19319","S","P","BC31",29,"1YARD",5,8
"19320","S","S","BC31",29,"1YARD",5,10
"19321","S","P","BC31",75,"1YARD",5,8
"19322","S","S","BC31",75,"1YARD",5,9
"19323","S","P","BC31",40,"1YARD",5,8
"19324","S","S","BC31",40,"1YARD",5,9
"19325","S","P","BC31",46,"1YARD",5,8
"19326","S","S","BC31",46,"1YARD",5,9
"19327","S","P","BC31",32,"1YARD",5,8
"19328","S","S","BC31",32,"1YARD",5,9
"19329","S","P","BC31",25,"1YARD",5,8
"19330","S","S","BC31",25,"1YARD",5,10
"19331","S","P","BC31",30,"1YARD",5,8
"19332","S","S","BC31",30,"1YARD",5,9
"19333","S","P","BC31",68,"CorpBS",5,2
"19334","S","S","BC31",68,"CorpBS",5,2
"19335","S","P","BC31",42,"CorpBS",5,2
"19336","S","S","BC31",42,"CorpBS",5,2
"19337","S","P","BC31",43,"CorpBS",5,2
"19338","S","S","BC31",43,"CorpBS",5,6
"19339","S","P","BC31",30,"CorpBS",5,2
"19340","S","S","BC31",30,"CorpBS",5,6
"19341","S","P","BC31",27,"CorpBS",5,2
"19342","S","S","BC31",27,"CorpBS",5,10
"19343","S","P","BC31",30,"CorpBS",5,2
"19344","S","S","BC31",30,"CorpBS",5,10
"19345","S","P","BC31",65,"1YARD",5,11
"19346","S","S","BC31",65,"1YARD",5,14
"19347","S","P","BC31",36,"1YARD",5,11
"19348","S","S","BC31",36,"1YARD",5,14
"19349","S","P","BC31",44,"1YARD",5,11
"19350","S","S","BC31",44,"1YARD",5,14
"19351","S","P","BC31",30,"1YARD",5,11
"19352","S","S","BC31",30,"1YARD",5,14
"19353","S","P","BC31",29,"1YARD",5,11
"19354","S","S","BC31",29,"1YARD",5,14
"19355","S","P","BC31",66,"2YARD",5,10
"19356","S","S","BC31",66,"2YARD",5,10
"19357","S","P","BC31",41,"2YARD",5,14
"19358","S","S","BC31",41,"2YARD",5,14
"19359","S","P","BC31",43,"2YARD",5,15
"19360","S","S","BC31",43,"2YARD",5,10
"19361","S","P","BC31",30,"2YARD",5,15
"19362","S","S","BC31",30,"2YARD",5,15
"19363","S","P","BC31",20,"2YARD",5,15
"19364","S","S","BC31",20,"2YARD",5,17
"19365","S","P","BC31",28,"2YARD",5,10
"19366","S","S","BC31",28,"2YARD",5,10
"19367","S","P","BC31",63,"2YARD",5,22
"19368","S","S","BC31",63,"2YARD",5,22
"19369","S","P","BC31",29,"2YARD",5,22
"19370","S","S","BC31",29,"2YARD",5,22
"19371","S","P","BC31",41,"2YARD",5,10
"19372","S","S","BC31",41,"2YARD",5,19
"19373","S","P","BC31",30,"2YARD",5,23
"19374","S","S","BC31",30,"2YARD",5,9
"19375","S","P","BC31",32,"2YARD",5,9
"19376","S","S","BC31",32,"2YARD",5,9
"19377","S","P","BC31",46,"2YARD",5,23
"19378","S","S","BC31",46,"2YARD",5,24
"19379","S","P","BC31",32,"2YARD",5,39
"19380","S","S","BC31",32,"2YARD",5,36
"19381","S","P","BC31",37,"2YARD",5,36
"19382","S","S","BC31",37,"2YARD",5,24
"19383","S","P","BC31",44,"2YARD",5,3
"19384","S","S","BC31",44,"2YARD",5,14
"19385","S","P","BC31",28,"2YARD",5,14
"19386","S","S","BC31",28,"2YARD",5,7
"19387","S","P","BC31",31,"2YARD",5,3
"19388","S","S","BC31",31,"2YARD",5,3
"19390","T","P","BC31",26,"CorpSJ",5,16
"19391","T","S","BC31",26,"CorpSJ",5,23
"19393","T","C","BC31",58,"CorpSD",5,3
"19394","T","C","BC31",36,"CorpSD",5,3
"19395","T","C","BC31",72,"CorpSD",5,21
"19396","T","C","BC31",39,"CorpSD",5,21
"19397","T","C","BC31",74,"CorpSD",5,19
"19398","T","C","BC31",40,"CorpSD",5,19
"19399","T","C","BC31",58,"DHMC",5,14
"19400","T","C","BC31",36,"DHMC",5,14
"19401","T","C","BC31",68,"DHMC",5,25
"19402","T","P","BC31",23,"2YARD",5,24
"19403","T","S","BC31",23,"2YARD",5,24
"19404","T","C","BC31",37,"DHMC",5,25
"19405","W","P","BC31",1,"CorpBSBlock",3,1
"19406","W","S","BC31",1,"CorpBSBlock",3,1
"19407","W","P","BC31",1,"CorpBSBlock",3,1
"19408","W","S","BC31",1,"CorpBSBlock",3,1
"19409","W","P","BC31",1,"CorpBSBlock",3,1
"19410","W","S","BC31",1,"CorpBSBlock",3,1
"19411","W","P","BC31",1,"CorpBSBlock",3,1
"19412","W","S","BC31",1,"CorpBSBlock",3,1
"19413","W","P","BC31",1,"CorpBSBlock",3,2
"19414","W","S","BC31",1,"CorpBSBlock",3,2
"19415","W","P","BC31",1,"CorpBSBlock",3,2
"19416","W","S","BC31",1,"CorpBSBlock",3,2
"19417","W","P","BC31",1,"CorpBSBlock",3,1
"19418","W","S","BC31",1,"CorpBSBlock",3,1
"19419","W","P","BC31",1,"CorpBSBlock",3,1
"19420","W","S","BC31",1,"CorpBSBlock",3,1
"19421","W","P","BC31",1,"CorpBSBlock",3,1
"19422","W","S","BC31",1,"CorpBSBlock",3,1
"19423","W","P","BC31",1,"CorpBSBlock",3,1
"19424","W","S","BC31",1,"CorpBSBlock",3,1
"19425","W","P","BC31",1,"CorpBSBlock",3,1
"19426","W","S","BC31",1,"CorpBSBlock",3,1
"19427","W","P","BC31",1,"CorpBSBlock",3,1
"19428","W","S","BC31",1,"CorpBSBlock",3,1
"19429","W","P","BC31",1,"CorpBSBlock",3,1
"19430","W","S","BC31",1,"CorpBSBlock",3,1
"19431","W","P","BC31",1,"CorpBSBlock",3,1
"19432","W","S","BC31",1,"CorpBSBlock",3,1
"19433","A","C","BC31",15,"CorpSD",35,35
"19434","A","C","BC31",9,"CorpSD",35,35
"19435","A","C","BC31",1,"CorpSD",35,35
"19436","A","P","BC31",43,"CorpBS",6,6
"19437","A","S","BC31",46,"CorpBS",6,6
"19438","A","C","BC31",24,"CorpBS",8,8
"19439","A","P","BC31",21,"CorpBS",8,8
"19440","A","S","BC31",21,"CorpBS",11,11
"19441","A","C","BC31",10,"CorpBS",8,8
"19442","A","P","BC31",5,"CorpSDIndustry",13,13
"19443","A","S","BC31",5,"CorpSDIndustry",13,13
"19444","A","P","BC31",19,"CorpSDIndustry",13,13
"19445","A","S","BC31",76,"CorpSDIndustry",13,13
"19446","A","P","BC31",11,"CorpSDIndustry",13,13
"19447","A","S","BC31",11,"CorpSDIndustry",13,13
"19448","A","P","BC31",16,"CorpSD",8,8
"19449","A","S","BC31",16,"CorpSD",8,8
"19450","A","P","BC31",33,"CorpSD",8,8
"19451","A","S","BC31",30,"CorpSD",8,8
"19452","A","P","BC31",9,"CorpSD",8,8
"19453","A","S","BC31",7,"CorpSD",8,8
"19454","A","P","BC31",9,"CorpSD",8,8
"19455","A","S","BC31",8,"CorpSD",8,8
"19456","A","C","BC31",60,"DHMC",7,7
"19457","B","C","BC31",31,"1YARD",10,10
"19458","B","P","BC31",30,"1YARD",12,12
"19459","B","S","BC31",36,"1YARD",10,10
"19460","B","C","BC31",53,"1YARD",7,7
"19461","B","P","BC31",56,"1YARD",35,35
"19462","B","S","BC31",61,"1YARD",7,7
"19463","B","C","BC31",64,"2YARD",12,12
"19464","B","P","BC31",50,"2YARD",4,4
"19465","B","S","BC31",55,"2YARD",14,14
"19466","B","C","BC31",61,"2YARD",16,16
"19467","B","P","BC31",58,"2YARD",17,17
"19468","B","S","BC31",64,"2YARD",9,9
"19469","B","C","BC31",63,"2YARD",3,3
"19470","B","P","BC31",58,"2YARD",14,14
"19471","B","S","BC31",63,"2YARD",5,5
"19472","B","C","BC31",65,"2YARD",5,5
"19473","B","P","BC31",58,"2YARD",12,12
"19474","B","S","BC31",64,"2YARD",10,10
"19475","B","C","BC31",63,"2YARD",10,10
"19476","B","P","BC31",68,"2YARD",5,5
"19477","B","S","BC31",75,"2YARD",10,10
"19478","B","C","BC31",63,"2YARD",3,3
"19479","B","P","BC31",57,"2YARD",11,11
"19480","B","S","BC31",62,"2YARD",9,9
"19481","B","C","BC31",60,"2YARD",13,13
"19482","B","P","BC31",56,"2YARD",16,16
"19483","B","S","BC31",61,"2YARD",7,7
"19484","B","C","BC31",77,"2YARD",8,8
"19485","B","P","BC31",53,"2YARD",13,13
"19486","B","S","BC31",58,"2YARD",15,15
"19487","B","C","BC31",84,"2YARD",8,8
"19488","B","P","BC31",55,"2YARD",15,15
"19489","B","S","BC31",60,"2YARD",17,17
"19490","B","C","BC31",73,"2YARD",6,6
"19491","B","P","BC31",45,"2YARD",13,13
"19492","B","S","BC31",50,"2YARD",15,15
"19493","C","C","BC31",5,"CorpBSBlock",3,3
"19494","C","P","BC31",6,"CorpBSBlock",3,3
"19495","C","S","BC31",6,"CorpBSBlock",3,3
"19496","C","C","BC31",5,"CorpBSBlock",3,3
"19497","C","C","BC31",7,"CorpBSBlock",5,5
"19498","C","P","BC31",10,"CorpBSBlock",5,5
"19499","C","S","BC31",10,"CorpBSBlock",5,5
"19500","C","C","BC31",7,"CorpBSBlock",5,5
"19501","C","C","BC31",7,"CorpBSBlock",6,6
"19502","C","P","BC31",10,"CorpBSBlock",6,6
"19503","C","S","BC31",10,"CorpBSBlock",6,6
"19504","C","C","BC31",7,"CorpBSBlock",6,6
"19505","C","C","BC31",7,"CorpBSBlock",6,6
"19506","C","P","BC31",10,"CorpBSBlock",6,6
"19507","C","S","BC31",10,"CorpBSBlock",6,6
"19508","C","C","BC31",7,"CorpBSBlock",6,6
"19509","C","C","BC31",7,"CorpBSBlock",3,3
"19510","C","P","BC31",10,"CorpBSBlock",3,3
"19511","C","S","BC31",10,"CorpBSBlock",3,3
"19512","C","C","BC31",7,"CorpBSBlock",3,3
"19513","C","C","BC31",7,"CorpBSBlock",2,2
"19514","C","P","BC31",10,"CorpBSBlock",2,2
"19515","C","S","BC31",10,"CorpBSBlock",2,2
"19516","C","C","BC31",7,"CorpBSBlock",2,2
"19517","C","C","BC31",10,"CorpBSBlock",1,1
"19518","C","P","BC31",10,"CorpBSBlock",1,1
"19519","C","S","BC31",7,"CorpBSBlock",1,1
"19520","C","C","BC31",7,"CorpBSBlock",1,1
"19521","D","C","BC31",33,"CorpHYIndustry",17,17
"19522","D","C","BC31",33,"CorpHYIndustry",17,17
"19523","D","C","BC31",34,"CorpHYIndustry",16,16
"19524","D","C","BC31",34,"CorpSD",15,15
"19525","D","C","BC31",33,"CorpHYIndustry",25,25
"19526","D","C","BC31",33,"CorpHYIndustry",16,16
"19527","E","C","BC31",11,"1YARD",30,30
"19528","E","C","BC31",96,"1YARD",24,24
"19529","E","C","BC31",90,"1YARD",2,2
"19530","E","P","BC31",23,"CorpSJ",6,6
"19531","E","S","BC31",21,"CorpSJ",12,12
"19532","E","P","BC31",7,"CorpSJ",6,6
"19533","E","S","BC31",7,"CorpSJ",24,24
"19534","E","P","BC31",23,"CorpBS",15,15
"19535","E","S","BC31",23,"CorpBS",16,16
"19536","E","P","BC31",11,"2YARD",10,10
"19537","E","S","BC31",17,"2YARD",15,15
"19538","E","P","BC31",27,"2YARD",15,15
"19539","E","S","BC31",25,"2YARD",11,11
"19540","E","P","BC31",9,"2YARD",15,15
"19541","E","P","BC31",17,"CorpBS",6,6
"19542","E","S","BC31",17,"CorpBS",6,6
"19543","E","P","BC31",18,"CorpBS",6,6
"19544","E","S","BC31",12,"CorpBS",10,10
"19545","E","P","BC31",20,"CorpBS",14,14
"19546","E","S","BC31",26,"CorpBS",14,14
"19547","E","P","BC31",26,"CorpBS",14,14
"19548","E","S","BC31",20,"CorpBS",19,19
"19549","E","P","BC31",13,"CorpBS",14,14
"19550","E","S","BC31",10,"CorpBS",14,14
"19551","E","P","BC31",10,"CorpBS",14,14
"19552","E","S","BC31",23,"CorpBS",14,14
"19553","E","P","BC31",9,"CorpBS",14,14
"19554","E","S","BC31",9,"CorpBS",14,14
"19555","E","P","BC31",18,"CorpBS",14,14
"19556","E","P","BC31",18,"CorpBS",1,1
"19557","E","S","BC31",17,"CorpBS",12,12
"19558","E","P","BC31",24,"CorpBS",1,1
"19559","E","S","BC31",22,"CorpBS",3,3
"19560","E","P","BC31",6,"CorpBS",1,1
"19561","E","P","BC31",24,"CorpBS",18,18
"19562","E","S","BC31",25,"CorpBS",18,18
"19563","E","P","BC31",57,"CorpBS",18,18
"19564","E","S","BC31",29,"CorpBS",18,18
"19565","E","P","BC31",11,"CorpBS",18,18
"19566","E","S","BC31",11,"CorpBS",18,18
"19567","E","S","BC31",14,"CorpBS",18,18
"19568","E","P","BC31",9,"CorpBS",18,18
"19569","E","P","BC31",12,"CorpBS",30,30
"19570","E","S","BC31",12,"CorpBS",30,30
"19571","E","P","BC31",29,"CorpBS",30,30
"19572","E","S","BC31",22,"CorpBS",30,30
"19573","E","P","BC31",12,"CorpBS",30,30
"19574","E","C","BC31",21,"1YARD",11,11
"19575","F","C","BC31",102,"1YARD",10,10
"19576","F","P","BC31",16,"1YARD",25,25
"19577","F","S","BC31",16,"1YARD",25,25
"19578","F","P","BC31",23,"1YARD",19,19
"19579","F","S","BC31",18,"1YARD",19,19
"19580","F","P","BC31",18,"1YARD",16,16
"19581","F","S","BC31",18,"1YARD",16,16
"19582","F","P","BC31",33,"1YARD",10,10
"19583","F","S","BC31",27,"1YARD",10,10
"19584","F","C","BC31",24,"1YARD",4,4
"19585","F","C","BC31",18,"1YARD",18,18
"19586","F","P","BC31",13,"1YARD",18,18
"19587","F","S","BC31",13,"1YARD",18,18
"19588","F","P","BC31",17,"1YARD",15,15
"19589","F","S","BC31",16,"1YARD",15,15
"19590","F","P","BC31",11,"1YARD",15,15
"19591","F","S","BC31",10,"1YARD",15,15
"19592","F","P","BC31",21,"1YARD",15,15
"19593","F","S","BC31",17,"1YARD",15,15
"19594","F","P","BC31",9,"1YARD",18,18
"19595","F","S","BC31",9,"1YARD",18,18
"19596","F","P","BC31",11,"CorpWDHI",12,12
"19597","F","S","BC31",11,"CorpWDHI",12,12
"19598","F","P","BC31",28,"CorpWDHI",12,12
"19599","F","S","BC31",23,"CorpWDHI",12,12
"19600","F","P","BC31",10,"CorpWDHI",12,12
"19601","F","S","BC31",9,"CorpWDHI",12,12
"19602","F","P","BC31",19,"CorpWDHI",12,12
"19603","F","S","BC31",16,"CorpWDHI",12,12
"19604","F","P","BC31",10,"CorpWDHI",26,26
"19605","F","S","BC31",10,"CorpWDHI",26,26
"19606","F","P","BC31",47,"CorpWDHI",26,26
"19607","F","S","BC31",42,"CorpWDHI",26,26
"19608","F","P","BC31",4,"CorpWDHI",26,26
"19609","F","S","BC31",4,"CorpWDHI",26,26
"19610","F","P","BC31",11,"CorpWDHI",26,26
"19611","F","S","BC31",11,"CorpWDHI",26,26
"19612","F","P","BC31",3,"CorpKY",6,6
"19613","F","S","BC31",3,"CorpKY",6,6
"19614","F","P","BC31",8,"CorpKY",6,6
"19615","F","S","BC31",8,"CorpKY",6,6
"19616","F","C","BC31",3,"CorpWDHI",33,33
"19617","F","P","BC31",3,"CorpWDHI",33,33
"19618","F","S","BC31",3,"CorpWDHI",33,33
"19619","F","P","BC31",3,"CorpWDHI",33,33
"19620","F","S","BC31",2,"CorpWDHI",33,33
"19621","H","P","BC31",5,"CorpSDIndustry",18,18
"19622","H","S","BC31",5,"CorpSDIndustry",18,18
"19623","H","P","BC31",101,"CorpSDIndustry",18,18
"19624","H","S","BC31",101,"CorpSDIndustry",18,18
"19625","H","P","BC31",5,"CorpSD",7,7
"19626","H","S","BC31",5,"CorpSD",7,7
"19627","H","P","BC31",79,"CorpSD",7,7
"19628","H","S","BC31",79,"CorpSD",7,7
"19629","H","P","BC31",5,"CorpBS",13,13
"19630","H","S","BC31",5,"CorpBS",13,13
"19631","H","P","BC31",77,"CorpBS",13,13
"19632","H","S","BC31",77,"CorpBS",13,13
"19633","H","P","BC31",6,"1YARD",10,10
"19634","H","S","BC31",6,"1YARD",10,10
"19635","H","P","BC31",78,"1YARD",8,8
"19636","H","S","BC31",78,"1YARD",14,14
"19637","M","C","BC31",92,"CorpMI",38,38
"19638","M","P","BC31",7,"CorpMI",26,26
"19639","M","S","BC31",10,"CorpMI",26,26
"19640","M","C","BC31",51,"CorpMI",18,18
"19641","M","C","BC31",69,"CorpMI",35,35
"19642","M","C","BC31",20,"CorpMI",1,1
"19643","M","C","BC31",63,"CorpMI",25,25
"19644","M","C","BC31",8,"CorpMI",2,2
"19645","M","C","BC31",70,"CorpMI",35,35
"19646","M","P","BC31",3,"CorpMI",14,14
"19647","M","S","BC31",3,"CorpMI",14,14
"19648","M","C","BC31",23,"CorpMI",17,17
"19649","M","C","BC31",34,"CorpMI",17,17
"19650","R","P","BC31",37,"CargotecFinlandOy",4,4
"19651","R","S","BC31",37,"CargotecFinlandOy",4,4
"19652","R","P","BC31",37,"CargotecFinlandOy",6,6
"19653","R","S","BC31",37,"CargotecFinlandOy",6,6
"19654","R","P","BC31",37,"CargotecFinlandOy",5,5
"19655","R","S","BC31",37,"CargotecFinlandOy",5,5
"19656","R","P","BC31",46,"CargotecFinlandOy",5,5
"19657","R","S","BC31",46,"CargotecFinlandOy",5,5
"19658","R","P","BC31",37,"CargotecFinlandOy",5,5
"19659","R","S","BC31",37,"CargotecFinlandOy",5,5
"19660","R","P","BC31",40,"CargotecFinlandOy",6,6
"19661","R","S","BC31",40,"CargotecFinlandOy",6,6
"19662","R","P","BC31",33,"CargotecFinlandOy",5,5
"19663","R","S","BC31",33,"CargotecFinlandOy",5,5
"19664","S","P","BC31",14,"1YARD",20,20
"19665","S","S","BC31",14,"1YARD",32,32
"19666","S","P","BC31",25,"1YARD",20,20
"19667","S","S","BC31",25,"1YARD",32,32
"19668","S","P","BC31",33,"1YARD",20,20
"19669","S","S","BC31",33,"1YARD",21,21
"19670","S","P","BC31",32,"1YARD",20,20
"19671","S","S","BC31",32,"1YARD",21,21
"19672","S","P","BC31",15,"CorpSD",7,7
"19673","S","S","BC31",15,"CorpSD",7,7
"19674","S","P","BC31",36,"CorpSD",7,7
"19675","S","S","BC31",36,"CorpSD",7,7
"19676","S","P","BC31",39,"CorpSD",7,7
"19677","S","S","BC31",39,"CorpSD",7,7
"19678","S","P","BC31",43,"CorpSD",7,7
"19679","S","S","BC31",43,"CorpSD",7,7
"19680","S","P","BC31",58,"1YARD",18,18
"19681","S","S","BC31",58,"1YARD",20,20
"19682","S","P","BC31",34,"1YARD",18,18
"19683","S","S","BC31",34,"1YARD",20,20
"19684","S","P","BC31",37,"1YARD",18,18
"19685","S","S","BC31",37,"1YARD",20,20
"19686","S","P","BC31",64,"1YARD",18,18
"19687","S","S","BC31",64,"1YARD",20,20
"19688","S","P","BC31",15,"1YARD",18,18
"19689","S","S","BC31",15,"1YARD",21,21
"19690","S","P","BC31",64,"1YARD",19,19
"19691","S","S","BC31",65,"1YARD",20,20
"19692","S","P","BC31",41,"1YARD",19,19
"19693","S","S","BC31",41,"1YARD",20,20
"19694","S","P","BC31",50,"1YARD",19,19
"19695","S","S","BC31",50,"1YARD",20,20
"19696","S","P","BC31",29,"1YARD",19,19
"19697","S","S","BC31",32,"1YARD",20,20
"19698","S","P","BC31",24,"1YARD",19,19
"19699","S","S","BC31",24,"1YARD",24,24
"19700","S","P","BC31",30,"1YARD",19,19
"19701","S","S","BC31",30,"1YARD",24,24
"19702","S","P","BC31",65,"1YARD",9,9
"19703","S","S","BC31",65,"1YARD",10,10
