,DIA,Length,Weight,MemberCount,JointCount,Emergency,ApplyLeadTime,BLOCK,STG,Service,NO_Serial,Problem,NO_Base,NO_SetPLT,Pass,Sch,Material,Making_Co,After2_Co,Distribution,PaintingLT
30771,3.0,3401,27.435,3,1,0,정상,S810D,50,OL,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30772,3.0,4617,55.483000000000004,12,10,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,15.0
30773,3.0,746,8.346,4,3,0,정상,S810D,3B,VA,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,21.0
30774,3.0,3392,28.535999999999998,4,2,0,정상,S810D,3B,VA,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,28.0
30775,3.0,6000,44.496,3,1,0,정상,S810D,3B,VA,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30776,3.0,6000,58.646,7,5,0,정상,S810D,3B,VA,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-10S,SS,성일,하이에어,조선물류,13.0
30777,4.0,6000,76.762,9,6,0,정상,S810D,3B,OL,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30778,4.0,4996,73.508,9,6,0,정상,S810D,50,OL,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,10.0
30779,4.0,5646,72.749,8,5,1,정상,S810D,50,OL,50.0,제작지연,SN2126T8SM1PPP0500,PP058A2104,A,S-10S,SS,성일,하이에어,조선물류,29.0
30780,4.0,6000,102.402,7,4,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30781,4.0,4661,49.953,4,2,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30782,4.0,2771,29.393,2,1,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30783,0.5,4634,0.22,0,3,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B1105,B,S-80S,SS,성일,하이에어,조선물류,15.0
30784,0.5,6000,19.891,8,4,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B1105,B,S-80S,SS,성일,하이에어,조선물류,9.0
30785,0.5,6000,18.66,4,0,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B1105,B,S-80S,SS,성일,하이에어,조선물류,9.0
30786,0.5,1199,5.774,5,3,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B1105,B,S-80S,SS,성일,하이에어,조선물류,18.0
30787,1.0,3339,21.62,6,3,0,정상,S810D,30,OL,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,성일,하이에어,조선물류,10.0
30788,1.0,1082,7.221,7,6,0,정상,S810D,40,OL,30.0,제작지연,SN2126TS81PTPP0400,PP048B1105,B,S-80S,SS,성일,하이에어,조선물류,12.0
30789,1.0,3733,23.936,8,5,0,정상,S810D,40,OL,30.0,제작지연,SN2126TS81PTPP0400,PP048B1105,B,S-80S,SS,성일,하이에어,조선물류,13.0
30790,1.0,1139,6.792999999999999,6,5,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B2105,B,S-80S,SS,성일,하이에어,조선물류,9.0
30791,1.0,3894,15.897,3,1,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,28.0
30792,1.0,1344,7.287999999999999,4,3,0,정상,S810D,30,WD,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30793,1.0,2772,21.044,6,3,0,정상,S810D,30,WD,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30794,1.0,5490,25.116,8,6,0,정상,S810D,30,WD,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30795,1.0,459,1.51,1,0,0,정상,S810D,30,WD,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30796,1.0,5500,31.544,7,4,0,정상,S810D,50,WD,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30797,1.0,1481,16.956,8,5,0,정상,S810D,40,WD,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30798,1.0,2151,8.008,3,2,0,정상,S810D,40,WD,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30799,1.0,459,1.51,1,0,0,정상,S810D,40,WD,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30800,1.0,1385,10.208,7,6,0,정상,S810D,40,WD,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30801,1.0,5500,29.186,6,2,0,정상,S810D,40,WD,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-80S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30802,2.0,2148,10.163,3,2,0,정상,S810D,30,DM,80.0,제작지연,SN2126TS810DPP0300,PP038,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30803,2.0,6000,33.78,5,2,0,정상,S810D,50,DM,80.0,제작지연,SN2126TS810DPP0300,PP05MS810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,27.0
30804,2.0,1400,5.553,1,0,0,정상,S810D,50,NL,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30805,2.0,5348,21.214000000000002,1,0,0,정상,S810D,50,NL,80.0,제작지연,SN2126TS810DPP0300,PP058S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30806,2.0,3315,20.815,6,4,0,정상,S810D,40,OL,30.0,제작지연,SN2126TS81PTPP0400,PP048B2104,B,S-10S,SS,성일,하이에어,조선물류,11.0
30807,2.0,2594,18.136,7,6,0,정상,S810D,40,OL,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,28.0
30808,2.0,3252,23.384,9,5,0,정상,S810D,40,OL,30.0,제작지연,SN2126TS81PTPP0400,PP048B2104,B,S-10S,SS,성일,하이에어,조선물류,13.0
30809,2.0,1695,14.435,7,6,0,정상,S810D,40,OL,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30810,2.0,3248,25.491999999999997,7,6,1,정상,S810D,50,PW,50.0,제작지연,SN2126T8SM1PPP0500,PP058B1104,B,S-10S,SS,성일,하이에어,조선물류,17.0
30811,2.0,1368,15.218,6,4,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,28.0
30812,2.0,1131,5.7,3,2,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30813,2.0,1173,9.6,5,4,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30814,2.0,4830,35.02,10,8,0,정상,S810D,30,VA,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-10S,SS,성일,하이에어,조선물류,13.0
30815,2.0,642,5.746,4,3,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,22.0
30816,2.0,3273,27.3,8,6,0,정상,S810D,30,VA,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-10S,SS,성일,하이에어,조선물류,10.0
30817,2.0,6000,28.61,3,1,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30818,2.0,6000,33.62,5,2,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,30.0
30819,3.0,1106,20.987,4,3,0,정상,S810D,40,FWL,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30820,3.0,5357,79.081,5,2,0,정상,S810D,3B,FWL,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30821,3.0,2085,32.56,4,2,0,정상,S810D,3B,FWL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,B,S-40S,SS,성일,하이에어,조선물류,10.0
30822,3.0,3355,37.878,1,0,0,정상,S810D,3B,FWL,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30823,3.0,864,39.792,11,9,0,정상,S810D,40,FWL,30.0,제작지연,SN2126TS81PTPP0400,PP048B2104,B,S-40S,SS,성일,하이에어,조선물류,18.0
30824,3.0,2160,35.615,6,4,0,정상,S810D,40,FWL,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30825,3.0,3343,37.742,1,0,0,정상,S810D,40,FWL,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,24.0
30826,3.0,1092,35.143,6,5,0,정상,S810D,40,FWL,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,19.0
30827,3.0,3690,62.47,5,2,0,정상,S810D,3B,FWL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,B,S-40S,SS,성일,하이에어,조선물류,10.0
30828,3.0,1851,40.584,5,4,0,정상,S810D,3B,FWL,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,28.0
30829,3.0,3084,41.951,7,4,0,정상,S810D,40,OL,30.0,제작지연,SN2126TS81PTPP0400,PP048B1104,B,S-10S,SS,성일,하이에어,조선물류,14.0
30830,3.0,1456,21.078000000000003,4,3,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,27.0
30831,3.0,1372,42.071999999999996,10,7,0,정상,S810D,30,VA,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-10S,SS,성일,하이에어,조선물류,13.0
30832,3.0,1440,27.325,8,6,0,정상,S810D,40,VA,80.0,제작지연,SN2126TS810DPP0300,PP048S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30833,3.0,2372,20.680999999999997,3,1,0,정상,S810D,3B,VA,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,21.0
30834,4.0,1265,46.776,8,6,0,정상,S810D,3B,OL,80.0,제작지연,SN2126TS810DPP0300,PP039S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,10.0
30835,4.0,3669,37.5,2,1,0,정상,S810D,40,OL,30.0,제작지연,SN2126TS81PTPP0400,PP048B2104,B,S-10S,SS,성일,하이에어,조선물류,13.0
30836,4.0,6000,68.942,8,5,0,정상,S810D,30,VA,80.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30837,4.0,6000,94.898,11,8,0,정상,S810D,50,VA,80.0,제작지연,SN2126TS810DPP0300,PP05MS810D,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,23.0
30838,1.0,4910,30.122,6,3,0,정상,S810D,3B,OL,22.0,제작지연,SN2126TS810DPP0300,PP039S810D,A,S-80S,SS,성일,하이에어,조선물류,10.0
30839,1.0,4412,21.125,4,1,0,정상,S810D,30,OL,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,A,S-80S,SS,성일,하이에어,조선물류,10.0
30840,1.0,4752,28.581,11,8,1,정상,S810D,50,OL,50.0,제작지연,SN2126T8SM1PPP0500,PP058A2105,A,S-80S,SS,성일,하이에어,조선물류,22.0
30841,4.0,1189,63.535,11,10,0,정상,S810D,40,OL,30.0,제작지연,SN2126TS81PTPP0400,PP048A2104,A,S-10S,SS,성일,하이에어,조선물류,15.0
30842,0.5,1974,8.935,6,4,0,정상,S810D,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048B1105,B,S-80S,SS,성일,하이에어,조선물류,9.0
30843,1.0,6000,31.86,4,0,0,정상,S810D,30,VA,22.0,제작지연,SN2126TS810DPP0300,PP038S810D,B,S-80S,SS,성일,하이에어,조선물류,10.0
30844,0.75,1175,5.898,7,6,0,정상,S810B,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30845,0.75,1159,4.784,8,7,0,정상,S810B,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30846,0.75,219,1.7730000000000001,5,4,0,정상,S810B,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30847,0.75,219,1.7730000000000001,5,4,0,정상,S810B,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30848,0.75,1175,5.99,7,6,0,정상,S810B,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,10.0
30849,0.75,1159,4.784,8,7,0,정상,S810B,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,13.0
30850,0.75,219,1.663,5,4,0,정상,S810B,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,13.0
30851,0.75,219,1.663,5,4,0,정상,S810B,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,13.0
30852,1.0,4594,19.027,4,2,0,정상,S810B,50,WD,77.0,제작지연,SN2126T8SM00PP0500,PP058,A,S-80S,SS,성일,하이에어,조선물류,10.0
30853,1.0,4596,15.543,2,1,0,정상,S810B,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30854,1.0,459,1.51,1,0,0,정상,S810B,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,12.0
30855,0.5,1039,3.9739999999999998,6,5,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,12.0
30856,0.5,577,2.154,4,3,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,12.0
30857,0.5,1619,5.337000000000001,8,7,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,15.0
30858,0.5,618,3.569,6,5,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,15.0
30859,0.5,395,2.299,8,7,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,14.0
30860,0.5,769,1.976,3,2,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,9.0
30861,0.5,2520,11.197000000000001,6,3,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,21.0
30862,0.5,1649,9.071,5,2,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,9.0
30863,0.5,4939,17.047,5,2,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,9.0
30864,0.5,557,1.632,3,2,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,9.0
30865,0.5,3042,16.119,10,6,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,15.0
30866,0.75,365,0.8029999999999999,1,0,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,13.0
30867,0.75,885,6.351,11,10,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,10.0
30868,0.75,365,0.8029999999999999,1,0,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,13.0
30869,0.75,829,4.908,7,6,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,10.0
30870,0.75,2122,7.776,9,8,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30871,0.75,589,3.783,7,6,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30872,0.75,567,1.771,3,2,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30873,0.75,295,4.217,11,10,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30874,0.75,829,4.13,9,8,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,10.0
30875,0.75,593,1.923,3,2,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30876,0.75,1065,6.228,11,10,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,10.0
30877,0.75,593,1.9269999999999998,3,2,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30878,0.75,244,1.7619999999999998,6,5,0,정상,S810A,3B,DN,12.0,제작지연,SN2126TS810APP03B0,PP039,A,S-80S,SS,성일,하이에어,조선물류,9.0
30879,0.75,878,5.099,7,6,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30880,0.75,3092,10.423,9,8,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30881,0.75,608,3.975,7,6,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30882,0.75,244,1.7619999999999998,6,5,0,정상,S810A,3B,DN,12.0,제작지연,SN2126TS810APP03B0,PP039,A,S-80S,SS,성일,하이에어,조선물류,9.0
30883,0.75,348,3.832,9,8,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30884,0.75,826,1.817,1,0,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30885,0.75,440,2.167,3,2,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30886,0.75,428,0.9420000000000001,1,0,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30887,0.75,409,5.268,11,10,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,10.0
30888,0.75,426,0.937,1,0,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30889,1.0,475,4.848,6,5,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A2105,A,S-80S,SS,성일,하이에어,조선물류,10.0
30890,1.0,552,2.7460000000000004,3,2,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,11.0
30891,1.0,459,1.51,1,0,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,12.0
30892,1.0,213,3.647,6,5,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,11.0
30893,1.0,914,7.371,5,3,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,10.0
30894,1.0,213,3.384,6,5,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,11.0
30895,1.0,1502,11.2,6,4,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,12.0
30896,1.0,2671,15.28,5,3,0,정상,S810A,50,WD,77.0,제작지연,SN2126T8SM00PP0500,PP058,A,S-80S,SS,성일,하이에어,조선물류,10.0
30897,1.5,309,8.014,9,8,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30898,1.5,421,4.2589999999999995,3,2,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,11.0
30899,1.5,421,4.263999999999999,3,2,0,정상,S810A,40,DN,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,11.0
30900,1.5,458,13.863,9,7,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,12.0
30901,1.0,311,2.855,5,4,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,12.0
30902,1.0,175,2.405,4,3,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,11.0
30903,1.5,808,18.809,14,12,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,13.0
30904,1.0,475,3.392,4,3,0,정상,S810A,40,WD,30.0,제작지연,SN2126TS81PTPP0400,PP048A1205,A,S-80S,SS,성일,하이에어,조선물류,11.0
30905,0.75,100,1.123,2,1,0,정상,S810A,40,DM,30.0,제작지연,SN2126TS81PTPP0400,PP048A1105,A,S-80S,SS,성일,하이에어,조선물류,13.0
30906,2.0,485,9.908,7,6,0,정상,S810A,40,DM,30.0,제작지연,SN2126TS81PTPP0400,PP048A1104,A,S-10S,SS,성일,하이에어,조선물류,12.0
30907,2.0,1448,13.913,7,6,0,정상,S810A,40,DM,30.0,제작지연,SN2126TS81PTPP0400,PP048A1104,A,S-10S,SS,성일,하이에어,조선물류,13.0
30908,2.0,676,19.692999999999998,7,6,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1204,A,S-10S,SS,성일,하이에어,조선물류,15.0
30909,2.0,3508,19.808,5,3,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1204,A,S-10S,SS,성일,하이에어,조선물류,14.0
30910,2.0,1573,20.34,6,4,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1204,A,S-10S,SS,성일,하이에어,조선물류,14.0
30911,4.0,1078,52.107,7,6,0,정상,S810A,40,FGH,30.0,제작지연,SN2126TS81PTPP0400,PP048A2104,A,S-40S,SS,성일,하이에어,조선물류,15.0
30912,4.0,5037,106.85,6,3,0,정상,S810A,40,FGH,30.0,제작지연,SN2126TS81PTPP0400,PP048A2104,A,S-40S,SS,성일,하이에어,조선물류,12.0
30913,4.0,6000,68.225,7,6,0,정상,S810A,40,VA,30.0,제작지연,SN2126TS81PTPP0400,PP048A1104,A,S-10S,SS,성일,하이에어,조선물류,12.0
30914,0.75,637,8.273,7,5,0,정상,S810A,40,FDT,30.0,설계보류,SN2126TS81PTPP0400,PP048B2105,B,S-80S,SS,성일,하이에어,조선물류,13.0
30915,0.75,335,7.501,7,5,0,정상,S810A,40,FDT,30.0,설계보류,SN2126TS81PTPP0400,PP048B2105,B,S-80S,SS,성일,하이에어,조선물류,11.0
30916,0.75,335,7.4879999999999995,7,5,0,정상,S810A,40,FDT,30.0,설계보류,SN2126TS81PTPP0400,PP048B2105,B,S-80S,SS,성일,하이에어,조선물류,11.0
