,DIA,Length,Weight,MemberCount,JointCount,Emergency,ApplyLeadTime,BLOCK,STG,Service,NO_Serial,Problem,NO_Base,NO_SetPLT,Pass,Sch,Material,Making_Co,After2_Co,Distribution,PaintingLT
13509,48.0,4899,4392.9,5,4,1,정상,P640B,40,RN,90.0,제작지연,SN2126TP64PTPP0400,PP048A1101,A,T-30.18,LTCS,(주)성광테크,(주)성광테크,조선물류,36.0
13510,24.0,4489,1984.63,1,0,1,정상,P640B,40,RN,90.0,제작지연,SN2126TP64PTPP0400,PP048A1102,A,S-80,LTCS,(주)성광테크,(주)성광테크,조선물류,29.0
13511,24.0,4000,1843.52,5,4,0,정상,P640B,40,RN,35.0,자재문제,SN2126TP64PTPP0400,PP048B1102,B,S-80,LTCS,건일산업(주),건일산업(주),조선물류,18.0
13512,40.0,5175,3831.15,2,1,1,정상,P640A,50,RN,90.0,LT부족,SN2126T6P300PP0500,PP058A1101,A,T-20.62,LTCS,(주)성광테크,(주)성광테크,조선물류,13.0
13513,2.0,0,20.625,5,0,1,정상,P640B,30,N,70.0,설계보류,SN2126TP640BPP0300,PP038A1104,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
13514,2.0,0,46.656000000000006,3,0,1,정상,P640B,50,N,40.0,설계보류,SN2126T6P300PP0500,PP058A1104,A,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
13515,4.0,0,82.508,11,8,1,정상,P640B,30,N,70.0,설계보류,SN2126TP640BPP0300,PP038A1104,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,19.0
13516,4.0,0,46.022,6,4,1,정상,P640B,30,N,70.0,설계보류,SN2126TP640BPP0300,PP038A1104,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,14.0
13517,4.0,0,39.923,6,5,1,정상,P640B,30,N,70.0,설계보류,SN2126TP640BPP0300,PP038A1104,A,S-40,CS,(주)성광테크,삼녹,조선물류,15.0
13518,2.0,0,27.206999999999997,14,0,1,정상,P640B,30,N,70.0,설계보류,SN2126TP640BPP0300,PP038B1104,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,22.0
13519,1.0,0,12.277000000000001,7,0,1,정상,P640B,50,N,40.0,설계보류,SN2126T6P200PP0500,PP058B1105,B,S-80,CS,건일산업(주),건일산업(주),조선물류,20.0
13520,2.0,0,19.81,4,0,1,정상,P640B,30,N,70.0,설계보류,SN2126TP640BPP0300,PP038B1104,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
13521,2.0,0,31.791999999999998,6,0,1,정상,P640B,30,N,70.0,설계보류,SN2126TP640BPP0300,PP032B1104,B,S-80,CS,성일SIM함안공장,성일SIM함안공장,조선물류,8.0
13522,4.0,0,40.514,9,8,1,정상,P640B,30,DH,70.0,설계보류,SN2126TP640BPP0300,PP032B1104,B,S-40,CS,성일SIM함안공장,성일SIM함안공장,조선물류,8.0
13523,4.0,0,39.795,6,5,1,정상,P640B,30,N,70.0,설계보류,SN2126TP640BPP0300,PP038A1104,A,S-40,CS,(주)성광테크,삼녹,조선물류,15.0
13524,1.0,0,9.404,4,0,1,정상,P640A,30,CWR,70.0,설계보류,SN2126TP640APP0300,PP038A1105,A,S-80,CS,건일산업(주),건일산업(주),조선물류,29.0
13525,2.0,0,43.15,2,0,1,정상,P640A,50,N,40.0,설계보류,SN2126T6P300PP0500,PP058A1104,A,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
13526,2.0,0,4.001,2,0,1,정상,P640A,30,DHW,70.0,설계보류,SN2126TP640APP0300,PP032B1104,B,S-80,CS,성일SIM함안공장,성일SIM함안공장,조선물류,7.0
13527,2.0,0,4.001,2,0,1,정상,P640A,30,DHW,70.0,설계보류,SN2126TP640APP0300,PP032B1104,B,S-80,CS,성일SIM함안공장,성일SIM함안공장,조선물류,7.0
13528,6.0,0,99.211,5,3,1,정상,P640A,40,DHW,40.0,설계보류,SN2126TP64PTPP0400,PP048A1104,A,S-40,CS,(주)성광테크,삼녹,조선물류,15.0
13529,6.0,0,87.288,7,6,1,정상,P640A,40,DHW,40.0,설계보류,SN2126TP64PTPP0400,PP048A1104,A,S-40,CS,(주)성광테크,삼녹,조선물류,23.0
13530,8.0,0,190.967,6,5,0,정상,P640A,30,DHW,77.0,설계보류,SN2126TP640APP0300,PP032B1104,B,S-20,CS,성일SIM함안공장,성일SIM함안공장,조선물류,8.0
13531,8.0,0,236.75,5,4,1,정상,P640A,40,DHW,40.0,설계보류,SN2126TP64PTPP0400,PP048B1104,B,S-20,CS,(주)성광테크,삼녹,조선물류,15.0
13532,8.0,0,186.106,12,11,1,정상,P640A,30,DHW,70.0,설계보류,SN2126TP640APP0300,PP032B1104,B,S-20,CS,성일SIM함안공장,성일SIM함안공장,조선물류,28.0
13533,4.0,0,83.068,7,6,1,정상,P640B,50,N,40.0,설계보류,SN2126T6P300PP0500,PP058A1104,A,S-40,CS,건일산업(주),삼녹,조선물류,21.0
13534,6.0,0,49.082,10,9,1,정상,P640B,30,DH,70.0,설계보류,SN2126TP640BPP0300,PP038B1104,B,S-40,CS,건일산업(주),삼녹,조선물류,18.0
13535,4.0,0,3.216,1,0,1,정상,P640B,40,N,40.0,제작지연,SN2126TP64PTPP0400,PP041SDP,A,S-40,CS,성일SIM함안공장,삼녹,조선물류,21.0
13536,4.0,0,3.216,1,0,1,정상,P640B,40,N,40.0,제작지연,SN2126TP64PTPP0400,PP041SDP,A,S-40,CS,성일SIM함안공장,삼녹,조선물류,21.0
13537,1.0,1781,15.884,7,4,1,정상,P640B,50,WD,30.0,제작지연,SN2126T6P300PP0500,PP058A1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,23.0
13538,1.0,452,2.426,3,2,1,정상,P640B,50,WD,30.0,제작지연,SN2126T6P300PP0500,PP058A1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,24.0
13539,1.0,381,1.254,1,0,1,정상,P640B,50,WD,30.0,기타,SN2126T6P300PP0500,PP058A1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,11.0
13540,1.0,3365,15.890999999999998,4,2,1,정상,P640B,50,WD,30.0,제작지연,SN2126T6P300PP0500,PP058A1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,23.0
13541,1.0,1694,8.597000000000001,5,4,1,정상,P640B,50,WD,30.0,기타,SN2126T6P300PP0500,PP058A1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,22.0
13542,1.0,381,1.254,1,0,1,정상,P640B,50,WD,30.0,기타,SN2126T6P300PP0500,PP058A1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,11.0
13543,2.0,6000,28.61,3,1,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,12.0
13544,2.0,6000,28.61,3,1,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,12.0
13545,2.0,6000,28.61,3,1,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,16.0
13546,2.0,4703,18.498,1,0,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,11.0
13547,2.0,4700,18.487000000000002,1,0,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,11.0
13548,2.0,6000,24.072,2,1,1,정상,P640B,50,WD,30.0,제작지연,SN2126T6P300PP0500,PP058A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,23.0
13549,4.0,4655,38.961999999999996,1,0,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,15.0
13550,6.0,4350,60.161,1,0,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,11.0
13551,2.0,4037,15.879000000000001,1,0,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,11.0
13552,2.0,4037,15.879000000000001,1,0,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,11.0
13553,2.0,4037,15.879000000000001,1,0,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,11.0
13554,2.0,1863,21.151,7,5,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,23.0
13555,2.0,1916,21.162,7,5,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,26.0
13556,2.0,3400,30.987,7,4,1,준긴급,P640B,30,WD,50.0,LT부족,SN2126TP640BPP0300,PP035B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,15.0
13557,2.0,1895,8.517000000000001,3,2,1,정상,P640B,30,WD,50.0,제작지연,SN2126TP640BPP0300,PP032B1104,B,S-10S,SS,건일산업(주),건일산업(주),조선물류,17.0
13558,2.0,5500,31.796999999999997,5,2,1,정상,P640B,30,WD,50.0,제작지연,SN2126TP640BPP0300,PP032B1104,B,S-10S,SS,건일산업(주),건일산업(주),조선물류,17.0
13559,2.0,1066,17.519000000000002,10,9,1,정상,P640B,40,WD,30.0,자재문제,SN2126TP64PTPP0400,PP048B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,8.0
13560,2.0,6000,34.44,7,4,0,정상,P640B,50,WD,16.0,제작지연,SN2126T6P200PP0500,PP058B1104,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,17.0
13561,2.0,4739,25.438000000000002,3,1,0,정상,P640B,50,WD,16.0,제작지연,SN2126T6P200PP0500,PP058B1104,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,17.0
13562,0.75,75,1.068,2,1,1,정상,P640B,40,WD,30.0,제작지연,SN2126TP64PTPP0400,PP048B1105,B,S-80S,SS,건일산업(주),하이에어,조선물류,16.0
13563,2.0,1587,18.354,7,5,1,정상,P640B,30,WD,50.0,제작지연,SN2126TP640BPP0300,PP035B1104,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,12.0
13564,4.0,1933,39.29,7,5,1,정상,P640B,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,23.0
13565,6.0,1897,47.413999999999994,5,4,1,정상,P640B,30,VA,50.0,제작지연,SN2126TP640BPP0300,PP038B1104,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,14.0
13566,6.0,2807,69.846,7,5,1,정상,P640B,30,VA,50.0,제작지연,SN2126TP640BPP0300,PP038B1104,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,12.0
13567,1.0,100,0.32899999999999996,1,0,1,정상,P640A,30,WD,50.0,제작지연,SN2126TP640APP0300,PP038A1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,10.0
13568,1.0,285,2.354,3,2,1,정상,P640A,40,WD,30.0,기타,SN2126TP64PTPP0400,PP048A1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,19.0
13569,1.0,1868,18.679000000000002,9,6,1,정상,P640A,30,WD,50.0,제작지연,SN2126TP640APP0300,PP038A1105,A,S-80S,SS,삼성중공업(주)거제,성도,조선물류,15.0
13570,1.0,455,2.426,3,2,1,정상,P640A,30,WD,50.0,제작지연,SN2126TP640APP0300,PP038A1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,13.0
13571,1.0,382,1.2570000000000001,1,0,1,정상,P640A,30,WD,50.0,기타,SN2126TP640APP0300,PP038A1105,A,S-80S,SS,건일산업(주),하이에어,조선물류,9.0
13572,1.0,2646,19.451,6,3,1,정상,P640A,30,WD,50.0,LT부족,SN2126TP640APP0300,PP035B1105,B,S-80S,SS,삼성중공업(주)거제,성도,조선물류,12.0
13573,1.0,3623,30.211,8,4,1,정상,P640A,30,WD,50.0,제작지연,SN2126TP640APP0300,PP032B1105,B,S-80S,SS,건일산업(주),건일산업(주),조선물류,14.0
13574,1.0,6000,26.723000000000003,5,2,1,정상,P640A,30,WD,50.0,제작지연,SN2126TP640APP0300,PP032B1105,B,S-80S,SS,건일산업(주),건일산업(주),조선물류,14.0
13575,1.0,2572,12.527999999999999,4,2,1,정상,P640A,30,WD,50.0,제작지연,SN2126TP640APP0300,PP038B1105,B,S-80S,SS,건일산업(주),하이에어,조선물류,11.0
13576,2.0,6000,29.061999999999998,4,2,1,정상,P640A,50,WD,30.0,제작지연,SN2126T6P300PP0500,PP058A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,23.0
13577,2.0,1589,18.593,7,5,0,정상,P640A,50,FWL,16.0,제작지연,SN2126T6P200PP0500,PP058B1104,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,18.0
13578,2.0,3544,21.478,5,3,1,정상,P640A,40,FWL,30.0,설계보류,SN2126TP64PTPP0400,PP048B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,15.0
13579,2.0,2861,24.248,9,6,1,정상,P640A,40,FWL,30.0,설계보류,SN2126TP64PTPP0400,PP048B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,15.0
13580,2.0,1743,15.975999999999999,7,5,1,정상,P640A,30,FWL,50.0,제작지연,SN2126TP640APP0300,PP038B1104,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,13.0
13581,2.0,1335,14.710999999999999,7,6,1,정상,P640A,30,FWL,50.0,제작지연,SN2126TP640APP0300,PP038B1104,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,15.0
13582,2.0,3264,42.007,13,9,0,정상,P640A,50,WD,16.0,제작지연,SN2126T6P200PP0500,PP058B1104,B,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,16.0
13583,2.0,6000,44.207,9,6,1,정상,P640A,40,WD,30.0,자재문제,SN2126TP64PTPP0400,PP048B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,8.0
13584,2.0,3177,22.725,5,3,1,정상,P640A,40,WD,30.0,자재문제,SN2126TP64PTPP0400,PP048B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,8.0
13585,2.0,6000,33.78,5,2,1,정상,P640A,30,WD,50.0,제작지연,SN2126TP640APP0300,PP032B1104,B,S-10S,SS,건일산업(주),건일산업(주),조선물류,14.0
13586,2.0,2411,16.454,4,2,1,정상,P640A,30,WD,50.0,제작지연,SN2126TP640APP0300,PP038B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,13.0
13587,2.0,570,16.250999999999998,7,6,1,정상,P640A,40,FWL,50.0,제작지연,SN2126TP640APP0300,PP048A1104,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,13.0
13588,2.0,569,16.250999999999998,7,6,1,정상,P640A,40,FWL,50.0,제작지연,SN2126TP640APP0300,PP048A1104,A,S-10S,SS,삼성중공업(주)거제,하이에어,조선물류,13.0
13589,6.0,3700,51.17100000000001,1,0,1,정상,P640A,50,VA,30.0,제작지연,SN2126T6P300PP0500,PP058A1104,A,S-10S,SS,건일산업(주),하이에어,조선물류,11.0
13590,3.0,2020,53.905,9,8,0,정상,P640A,50,FWL,16.0,제작지연,SN2126T6P200PP0500,PP058B1104,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,15.0
13591,3.0,2926,48.86,9,8,1,정상,P640A,30,FWL,50.0,LT부족,SN2126TP640APP0300,PP035B1104,B,S-40S,SS,건일산업(주),하이에어,조선물류,6.0
13592,3.0,2090,92.81200000000001,13,10,0,정상,P640A,50,FWL,16.0,제작지연,SN2126T6P200PP0500,PP058B1104,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,11.0
13593,3.0,3704,57.65,9,8,1,정상,P640A,40,FWL,50.0,기타,SN2126TP640APP0300,PP048B1104,B,S-40S,SS,건일산업(주),하이에어,조선물류,10.0
13594,6.0,2300,52.29600000000001,5,4,1,정상,P640A,40,VA,30.0,자재문제,SN2126TP64PTPP0400,PP048B1104,B,S-10S,SS,건일산업(주),하이에어,조선물류,12.0
13595,3.0,1354,48.03,8,7,1,준긴급,P640A,50,FWL,30.0,LT부족,SN2126T6P200PP0500,PP058B1104,B,S-40S,SS,삼성중공업(주)거제,하이에어,조선물류,13.0
13603,2.0,0,43.15,2,0,1,정상,P650A,40,N,40.0,기타,SN2126TP65PTPP0400,PP048B1104,B,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
13604,4.0,0,13.0,2,1,1,정상,P650A,50,FW,70.0,제작지연,SN2126T6P400PP0500,PP058A1104,A,T-6.35,CN,부흥,하이에어,조선물류,16.0
13605,6.0,2242,95.476,5,4,1,정상,P650A,50,FW,70.0,제작지연,SN2126T6P300PP0500,PP058B1104,B,T-6.35,CN,부흥,하이에어,조선물류,11.0
13606,6.0,2969,108.10600000000001,5,3,1,정상,P650A,50,FW,70.0,제작지연,SN2126TP650APP0300,PP058B1104,B,T-6.35,CN,부흥,하이에어,조선물류,15.0
13607,4.0,0,13.0,2,1,1,정상,P650B,30,FW,40.0,제작지연,SN2126TP650BPP0300,PP038A1104,A,T-6.35,CN,부흥,하이에어,조선물류,15.0
13608,6.0,6000,185.31,3,1,1,정상,P650B,50,FW,70.0,제작지연,SN2126T6P300PP0500,PP058B1104,B,T-6.35,CN,부흥,하이에어,조선물류,13.0
13609,6.0,892,70.683,5,4,1,정상,P650B,30,FW,40.0,제작지연,SN2126TP650BPP0300,PP038B1104,B,T-6.35,CN,부흥,하이에어,조선물류,9.0
13610,6.0,4840,152.167,2,1,1,정상,P650B,30,FW,40.0,제작지연,SN2126TP650BPP0300,PP038B1104,B,T-6.35,CN,부흥,하이에어,조선물류,9.0
13611,6.0,1003,72.971,8,6,1,정상,P650B,30,FW,40.0,제작지연,SN2126TP650BPP0300,PP038B1104,B,T-6.35,CN,부흥,하이에어,조선물류,15.0
13612,10.0,1834,415.653,9,8,1,정상,P650A,40,CWR,40.0,제작지연,SN2126TP650APP0300,PP048B1102,B,S-20,CS,건일산업(주),건일산업(주),조선물류,15.0
13613,20.0,1257,440.64,6,5,1,정상,P650A,40,CWR,40.0,제작지연,SN2126TP65PTPP0400,PP048B1102,B,S-20,CS,(주)성광테크,(주)성광테크,조선물류,15.0
13614,20.0,1689,582.04,6,5,1,정상,P650A,40,CWS,40.0,제작지연,SN2126TP65PTPP0400,PP048B1102,B,S-20,CS,성일SIM함안공장,하이에어,조선물류,18.0
13615,10.0,1993,415.695,9,8,1,정상,P650A,40,CWS,40.0,제작지연,SN2126TP650APP0300,PP048B1102,B,S-20,CS,건일산업(주),건일산업(주),조선물류,15.0
13616,36.0,0,1167.3,5,4,1,정상,P650A,40,N,40.0,제작지연,SN2126TP65PTPP0400,PP048B1101,B,S-20,CS,(주)성광테크,삼녹,조선물류,24.0
13617,0.5,75,1.446,2,1,1,정상,P650B,50,RN,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13618,0.5,75,1.446,2,1,1,정상,P650B,40,RN,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13619,0.5,75,1.3459999999999999,2,1,1,정상,P650B,50,RN,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13620,0.5,75,1.3459999999999999,2,1,1,정상,P650B,40,RN,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13621,36.0,0,1831.86,7,6,1,정상,P650B,40,N,40.0,기타,SN2126TP65PTPP0400,PP048B1101,B,S-20,CS,건일산업(주),삼녹,조선물류,17.0
13622,12.0,1736,203.47,9,8,1,정상,P650A,50,FWL,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13623,12.0,1723,169.19299999999998,6,5,1,정상,P650A,50,FWL,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,16.0
13624,12.0,1014,167.886,5,4,1,정상,P650A,50,FWL,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,(주)성광테크,(주)성광테크,조선물류,20.0
13625,12.0,9500,501.555,5,4,1,정상,P650A,50,FWL,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,8.0
13626,12.0,1736,203.47,9,8,1,정상,P650A,50,FWL,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,(주)성광테크,(주)성광테크,조선물류,20.0
13627,12.0,1497,223.58,9,8,1,정상,P650A,50,FWL,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,16.0
13628,12.0,2242,146.51,2,1,1,정상,P650A,50,FWL,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13629,14.0,3808,381.657,9,8,1,정상,P650A,50,CHS,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,16.0
13630,14.0,1323,214.262,4,3,1,정상,P650A,50,CHS,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,(주)성광테크,(주)성광테크,조선물류,14.0
13631,14.0,0,150.84,3,2,1,정상,P650A,50,CHS,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,12.0
13632,1.5,100,3.825,2,1,1,정상,P650A,50,RN,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13633,1.5,100,3.825,2,1,1,정상,P650A,50,RN,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-160,CS,건일산업(주),건일산업(주),조선물류,22.0
13634,1.5,100,3.825,2,1,1,정상,P650A,50,RN,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-160,CS,건일산업(주),건일산업(주),조선물류,20.0
13635,18.0,350,297.052,8,10,1,정상,P650A,50,RN,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-40,CS,성일SIM함안공장,하이에어,조선물류,14.0
13636,1.5,75,3.0439999999999996,2,1,1,정상,P650A,50,RN,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-160,CS,건일산업(주),건일산업(주),조선물류,26.0
13637,18.0,351,297.20799999999997,8,10,1,정상,P650A,50,RN,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-40,CS,성일SIM함안공장,하이에어,조선물류,19.0
13638,1.5,100,3.225,2,1,1,정상,P650A,50,RN,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13639,18.0,352,297.363,8,10,1,정상,P650A,50,RN,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-40,CS,성일SIM함안공장,하이에어,조선물류,14.0
13640,1.5,100,3.225,2,1,1,정상,P650A,50,RN,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13641,18.0,351,297.20799999999997,8,10,1,정상,P650A,50,RN,40.0,제작지연,SN2126TP650APP0300,PP058A1103,A,S-40,CS,성일SIM함안공장,하이에어,조선물류,19.0
13642,1.5,100,3.225,2,1,1,정상,P650A,50,RN,40.0,제작지연,SN2126T6P400PP0500,PP058A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,16.0
13643,12.0,1527,157.808,4,3,1,정상,P650A,40,FWL,40.0,기타,SN2126TP65PTPP0400,PP048B1103,B,S-20,CS,건일산업(주),건일산업(주),조선물류,22.0
13644,12.0,2307,256.872,8,7,1,정상,P650A,40,FWL,40.0,제작지연,SN2126TP65PTPP0400,PP048B1103,B,S-20,CS,성일SIM함안공장,하이에어,조선물류,17.0
13645,12.0,10000,544.94,4,3,1,정상,P650A,40,FWL,40.0,기타,SN2126TP65PTPP0400,PP048B1103,B,S-20,CS,건일산업(주),건일산업(주),조선물류,13.0
13646,14.0,10472,1101.64,12,11,1,정상,P650A,50,HWS,40.0,기타,SN2126T6P300PP0500,PP058B1103,B,S-30,CS,건일산업(주),건일산업(주),조선물류,11.0
13647,14.0,1638,269.219,3,2,1,정상,P650A,50,HWS,40.0,제작지연,SN2126T6P300PP0500,PP058B1103,B,S-30,CS,성일SIM함안공장,하이에어,조선물류,14.0
13648,18.0,0,703.091,7,6,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058B1103,B,S-XS,CS,성일SIM함안공장,삼녹,조선물류,21.0
13649,18.0,0,701.143,7,6,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058B1103,B,S-XS,CS,성일SIM함안공장,삼녹,조선물류,22.0
13650,18.0,0,698.4989999999999,7,6,1,정상,P650A,50,N,40.0,제작지연,SN2126TP650APP0300,PP058B1103,B,S-XS,CS,성일SIM함안공장,삼녹,조선물류,23.0
13651,18.0,1769,494.18300000000005,5,4,1,정상,P650A,40,RN,40.0,제작지연,SN2126TP65PTPP0400,PP048B1103,B,S-40,CS,성일SIM함안공장,하이에어,조선물류,12.0
13652,18.0,1754,491.846,5,4,1,정상,P650A,40,RN,40.0,기타,SN2126TP65PTPP0400,PP048B1103,B,S-40,CS,건일산업(주),건일산업(주),조선물류,23.0
13653,18.0,1730,488.10699999999997,5,4,1,정상,P650A,40,RN,40.0,기타,SN2126TP65PTPP0400,PP048B1103,B,S-40,CS,건일산업(주),건일산업(주),조선물류,22.0
13654,18.0,1715,485.769,5,4,1,정상,P650A,40,RN,40.0,제작지연,SN2126TP65PTPP0400,PP048B1103,B,S-40,CS,(주)성광테크,(주)성광테크,조선물류,26.0
13655,10.0,732,127.65100000000001,13,12,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,16.0
13656,10.0,0,60.97,3,2,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1103,A,S-20,CS,(주)성광테크,(주)성광테크,조선물류,19.0
13657,1.0,550,2.782,2,1,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1105,A,S-80,CS,성일SIM함안공장,하이에어,조선물류,13.0
13658,10.0,360,105.31,16,15,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1103,A,S-20,CS,(주)성광테크,(주)성광테크,조선물류,23.0
13659,8.0,1495,178.46200000000002,12,11,1,정상,P650A,40,CHR,40.0,기타,SN2126TP65PTPP0400,PP048A1104,A,S-20,CS,건일산업(주),건일산업(주),조선물류,24.0
13660,10.0,1363,105.359,3,2,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,10.0
13661,10.0,732,127.65100000000001,13,12,1,정상,P650A,40,CHR,40.0,제작지연,SN2126TP65PTPP0400,PP048A1103,A,S-20,CS,성일SIM함안공장,하이에어,조선물류,12.0
