,After2_Co,ApplyLeadTime,BLOCK,DIA,Distribution,Emergency,JointCount,Length,Making_Co,Material,MemberCount,NO_Base,NO_Serial,NO_SetPLT,No_row,PaintingLT,Pass,Problem,STG,Sch,Service,Weight
23959,성일SIM함안공장,정상,S630A,2.0,조선물류,0.0,4.0,605.0,성일SIM함안공장,CS,5.0,SN2126TS630APP0300,60.0,PP038A1104,25058,16.0,A,제작지연,30,S-80,N,11.812
23960,성일SIM함안공장,정상,S630A,2.0,조선물류,0.0,6.0,681.0,성일SIM함안공장,CS,7.0,SN2126TS630APP0300,60.0,PP038A1104,25059,10.0,A,제작지연,30,S-80,RN,17.453
23961,건일산업(주),정상,S630A,3.0,조선물류,1.0,3.0,3822.0,건일산업(주),CS,4.0,SN2126T6S200PP0500,40.0,PP05RA1104,25060,16.0,A,제작지연,50,S-40,HWR,50.617
23962,성일SIM함안공장,정상,S630A,6.0,조선물류,0.0,3.0,4392.0,성일SIM함안공장,CS,4.0,SN2126TS630APP0300,60.0,PP038A1104,25062,22.0,A,제작지연,30,S-40,CWS,172.405
23963,해승케이피피,정상,S630A,1.0,조선물류,0.0,7.0,952.0,해승케이피피,CS,8.0,SN2126TS630APP0300,40.0,PP058S630A,25063,23.0,B,제작지연,50,S-80,AU,16.352
23964,해승케이피피,정상,S630A,1.0,조선물류,0.0,4.0,2952.0,해승케이피피,CS,5.0,SN2126TS630APP0300,40.0,PP038S630A,25064,20.0,B,제작지연,30,S-80,AU,13.029000000000002
23965,해승케이피피,정상,S630A,1.0,조선물류,0.0,9.0,2484.0,해승케이피피,CS,10.0,SN2126TS630APP0300,40.0,PP038S630A,25065,20.0,B,제작지연,30,S-80,N,15.823
23966,해승케이피피,정상,S630A,1.0,조선물류,0.0,7.0,848.0,해승케이피피,CS,8.0,SN2126TS630APP0300,40.0,PP058S630A,25066,20.0,B,제작지연,50,S-80,N,14.311
23967,해승케이피피,정상,S630A,1.0,조선물류,0.0,2.0,2952.0,해승케이피피,CS,3.0,SN2126TS630APP0300,40.0,PP038S630A,25067,20.0,B,제작지연,30,S-80,N,10.748
23968,하이에어,정상,S630A,1.0,조선물류,1.0,3.0,5800.0,건일산업(주),CS,4.0,SN2126T6S200PP0500,60.0,PP058B1105,25068,23.0,B,제작지연,50,S-160,RN,32.247
23969,건일산업(주),정상,S630A,16.0,조선물류,1.0,5.0,2270.0,건일산업(주),CS,6.0,SN2126T6S200PP0500,40.0,PP05RB1103,25069,14.0,B,LT부족,50,S-20,CWR,453.026
23970,해승케이피피,정상,S630A,2.0,조선물류,0.0,10.0,2198.0,해승케이피피,CS,11.0,SN2126TS630APP0300,40.0,PP038S630A,25070,20.0,B,제작지연,30,S-80,AU,51.665
23971,해승케이피피,정상,S630A,2.0,조선물류,0.0,3.0,6000.0,해승케이피피,CS,4.0,SN2126TS630APP0300,40.0,PP032S630A,25071,20.0,B,제작지연,30,S-80,AU,54.092
23972,해승케이피피,정상,S630A,2.0,조선물류,0.0,5.0,2148.0,해승케이피피,CS,6.0,SN2126TS630APP0300,40.0,PP032S630A,25072,20.0,B,제작지연,30,S-80,N,30.748
23973,해승케이피피,정상,S630A,2.0,조선물류,0.0,3.0,1443.0,해승케이피피,CS,4.0,SN2126TS630APP0300,40.0,PP032S630A,25074,27.0,B,제작지연,30,S-80,N,21.017
23974,건일산업(주),정상,S630A,2.0,조선물류,1.0,4.0,3155.0,건일산업(주),CS,5.0,SN2126T6S200PP0500,60.0,PP058B1104,25075,30.0,B,제작지연,50,S-80,N,43.386
23975,해승케이피피,정상,S630A,2.0,조선물류,0.0,10.0,2198.0,해승케이피피,CS,11.0,SN2126TS630APP0300,40.0,PP038S630A,25076,20.0,B,제작지연,30,S-80,N,48.673
23976,해승케이피피,정상,S630A,2.0,조선물류,0.0,4.0,6000.0,해승케이피피,CS,5.0,SN2126TS630APP0300,40.0,PP032S630A,25077,19.0,B,제작지연,30,S-80,N,54.416
23977,하이에어,정상,S630A,3.0,조선물류,1.0,7.0,6000.0,건일산업(주),CS,8.0,SN2126T6S200PP0500,60.0,PP058B1104,25078,21.0,B,기타,50,S-40,HWR,105.743
23978,하이에어,정상,S630A,3.0,조선물류,1.0,5.0,6000.0,건일산업(주),CS,6.0,SN2126T6S200PP0500,60.0,PP058B1104,25079,12.0,B,기타,50,S-40,HWS,97.392
23979,건일산업(주),정상,S630A,6.0,조선물류,1.0,4.0,5618.0,건일산업(주),CS,5.0,SN2126T6S200PP0500,60.0,PP058B1204,25080,18.0,B,기타,50,S-40,CWR,202.095
23980,해승케이피피,정상,S630A,6.0,조선물류,0.0,5.0,6677.0,해승케이피피,CS,6.0,SN2126TS630APP0300,40.0,PP032S630A,25081,20.0,B,제작지연,30,S-40,CWR,244.657
23981,하이에어,정상,S630A,6.0,조선물류,1.0,5.0,5618.0,건일산업(주),CS,6.0,SN2126T6S200PP0500,60.0,PP058B1204,25082,16.0,B,기타,50,S-40,CWS,204.58900000000003
23982,(주)성광테크,정상,S630B,1.0,조선물류,1.0,5.0,1406.0,(주)성광테크,CS,6.0,SN2126TS63PTPP0400,60.0,PP048A2105,25083,19.0,A,제작지연,40,S-80,AI,12.063
23983,(주)성광테크,정상,S630B,0.75,조선물류,1.0,5.0,125.0,(주)성광테크,CS,6.0,SN2126TS63PTPP0400,60.0,PP048A2105,25084,19.0,A,제작지연,40,S-80,AI,2.191
23984,하이에어,정상,S630B,1.0,조선물류,1.0,6.0,3151.0,건일산업(주),CS,7.0,SN2126T6S200PP0500,60.0,PP058A2105,25085,16.0,A,제작지연,50,S-160,RN,30.051
23985,하이에어,정상,S630B,1.0,조선물류,1.0,6.0,885.0,건일산업(주),CS,7.0,SN2126T6S200PP0500,60.0,PP058A2105,25086,23.0,A,제작지연,50,S-160,RN,15.432
23986,(주)성광테크,정상,S630B,1.0,조선물류,1.0,5.0,893.0,(주)성광테크,CS,6.0,SN2126TS63PTPP0400,60.0,PP048A2105,25088,29.0,A,제작지연,40,S-160,RN,11.668
23987,(주)성광테크,정상,S630B,1.0,조선물류,1.0,1.0,88.0,(주)성광테크,CS,2.0,SN2126TS63PTPP0400,60.0,PP048A2105,25089,21.0,A,제작지연,40,S-160,RN,2.167
23988,(주)성광테크,정상,S630B,1.0,조선물류,1.0,6.0,100.0,(주)성광테크,CS,7.0,SN2126TS63PTPP0400,60.0,PP048A2105,25090,17.0,A,제작지연,40,S-160,RN,6.761
23989,하이에어,정상,S630B,1.5,조선물류,1.0,7.0,2033.0,건일산업(주),CS,8.0,SN2126T6S200PP0500,60.0,PP058A1105,25091,13.0,A,제작지연,50,S-80,AI,25.968000000000004
23990,(주)성광테크,정상,S630B,1.5,조선물류,1.0,9.0,1730.0,(주)성광테크,CS,10.0,SN2126TS63PTPP0400,60.0,PP048A1105,25092,28.0,A,제작지연,40,S-80,AI,28.381
23991,(주)성광테크,정상,S630B,1.0,조선물류,1.0,5.0,249.0,(주)성광테크,CS,6.0,SN2126TS63PTPP0400,60.0,PP048A1105,25093,21.0,A,제작지연,40,S-80,AI,4.294
23992,(주)성광테크,정상,S630B,0.75,조선물류,1.0,1.0,103.0,(주)성광테크,CS,2.0,SN2126TS63PTPP0400,60.0,PP048A1105,25094,21.0,A,제작지연,40,S-80,AI,1.127
23993,하이에어,정상,S630B,2.0,조선물류,1.0,3.0,2511.0,건일산업(주),CS,4.0,SN2126T6S200PP0500,60.0,PP058A1104,25095,27.0,A,제작지연,50,S-80,AI,21.457
23994,해승케이피피,정상,S630B,1.0,조선물류,0.0,10.0,1226.0,해승케이피피,CS,11.0,SN2126TS630BPP0300,40.0,PP032S630B,25096,19.0,B,제작지연,30,S-160,RN,21.157
23995,(주)성광테크,정상,S630B,0.75,조선물류,1.0,1.0,73.0,(주)성광테크,CS,2.0,SN2126TS630BPP0300,60.0,PP032B2105,25097,21.0,B,제작지연,30,S-160,RN,1.612
23996,해승케이피피,정상,S630B,1.0,조선물류,0.0,5.0,1093.0,해승케이피피,CS,6.0,SN2126TS630BPP0300,40.0,PP032S630B,25099,35.0,B,제작지연,30,S-160,RN,10.096
23998,해승케이피피,정상,S630B,2.0,조선물류,0.0,2.0,6000.0,해승케이피피,CS,3.0,SN2126TS630BPP0300,40.0,PP032S630B,25101,25.0,B,제작지연,30,S-80,AI,53.82
23999,해승케이피피,정상,S630B,2.0,조선물류,0.0,4.0,1288.0,해승케이피피,CS,5.0,SN2126TS630BPP0300,40.0,PP032S630B,25102,19.0,B,제작지연,30,S-80,AI,24.117
24000,해승케이피피,정상,S630B,2.0,조선물류,0.0,3.0,6000.0,해승케이피피,CS,4.0,SN2126TS630BPP0300,40.0,PP032S630B,25103,25.0,B,제작지연,30,S-80,AI,49.782
24001,해승케이피피,정상,S630B,2.0,조선물류,0.0,7.0,2538.0,해승케이피피,CS,8.0,SN2126TS630BPP0300,40.0,PP032S630B,25104,25.0,B,제작지연,30,S-80,AI,36.984
24002,해승케이피피,정상,S630B,2.0,조선물류,0.0,6.0,1968.0,해승케이피피,CS,7.0,SN2126TS630BPP0300,40.0,PP032S630B,25105,25.0,B,제작지연,30,S-80,AI,28.427
24003,해승케이피피,정상,S630B,0.75,조선물류,0.0,1.0,75.0,해승케이피피,CS,2.0,SN2126TS630BPP0300,40.0,PP032S630B,25106,35.0,B,제작지연,30,S-80,AI,1.065
24004,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,8.0,848.0,성일SIM함안공장,CS,9.0,SN2126TS630BPP0300,60.0,PP038B2104,25109,24.0,B,자재문제,30,S-80,AI,25.666
24005,(주)성광테크,정상,S630B,2.0,조선물류,1.0,4.0,4000.0,(주)성광테크,CS,5.0,SN2126TS630BPP0300,60.0,PP032B2104,25110,21.0,B,제작지연,30,S-80,DH,37.118
24006,(주)성광테크,정상,S630B,2.0,조선물류,1.0,2.0,3714.0,(주)성광테크,CS,3.0,SN2126TS630BPP0300,60.0,PP032B1104,25111,21.0,B,제작지연,30,S-80,DH,33.186
24007,(주)성광테크,정상,S630B,2.0,조선물류,1.0,10.0,1454.0,(주)성광테크,CS,11.0,SN2126TS630BPP0300,60.0,PP032B1104,25112,21.0,B,제작지연,30,S-80,DH,34.522
24008,삼녹,정상,S630B,2.0,조선물류,1.0,3.0,2262.0,(주)성광테크,CS,4.0,SN2126TS63PTPP0400,60.0,PP048B1104,25113,13.0,B,제작지연,40,S-80,DH,23.219
24009,하이에어,정상,S630B,1.0,조선물류,1.0,2.0,285.0,건일산업(주),CS,3.0,SN2126T6S200PP0500,60.0,PP058A2105,25114,31.0,A,기타,50,S-80,AU,2.411
24010,해승케이피피,정상,S630B,1.0,조선물류,0.0,6.0,360.0,해승케이피피,CS,7.0,SN2126TS630BPP0300,40.0,PP038S630B,25115,25.0,A,제작지연,30,S-80,AU,5.504
24011,해승케이피피,정상,S630B,1.0,조선물류,0.0,0.0,382.0,해승케이피피,CS,1.0,SN2126TS630BPP0300,40.0,PP038S630B,25116,19.0,A,제작지연,30,S-80,AU,1.238
24012,건일산업(주),정상,S630B,1.0,조선물류,1.0,4.0,141.0,건일산업(주),CS,5.0,SN2126T6S200PP0500,60.0,PP058A2105,25117,16.0,A,제작지연,50,S-80,N,2.276
24013,건일산업(주),정상,S630B,1.0,조선물류,1.0,2.0,85.0,건일산업(주),CS,3.0,SN2126T6S200PP0500,60.0,PP058A2105,25118,22.0,A,제작지연,50,S-80,N,1.151
24014,하이에어,정상,S630B,1.0,조선물류,1.0,4.0,235.0,건일산업(주),CS,5.0,SN2126T6S200PP0500,60.0,PP058A2105,25119,21.0,A,기타,50,S-80,N,2.7230000000000003
24015,건일산업(주),정상,S630B,0.75,조선물류,1.0,1.0,100.0,건일산업(주),CS,2.0,SN2126T6S200PP0500,60.0,PP058A2105,25120,16.0,A,제작지연,50,S-80,N,1.12
24016,성일SIM함안공장,정상,S630B,1.0,조선물류,1.0,2.0,352.0,성일SIM함안공장,CS,3.0,SN2126TS630BPP0300,60.0,PP038A2105,25121,24.0,A,자재문제,30,S-80,N,2.221
24017,해승케이피피,정상,S630B,1.0,조선물류,0.0,4.0,360.0,해승케이피피,CS,5.0,SN2126TS630BPP0300,40.0,PP038S630B,25122,19.0,A,제작지연,30,S-80,N,3.31
24018,성일SIM함안공장,정상,S630B,0.75,조선물류,1.0,1.0,100.0,성일SIM함안공장,CS,2.0,SN2126TS630BPP0300,60.0,PP038A2105,25124,24.0,A,자재문제,30,S-80,N,1.12
24019,해승케이피피,정상,S630B,1.0,조선물류,0.0,5.0,997.0,해승케이피피,CS,6.0,SN2126TS630BPP0300,40.0,PP032S630B,25125,25.0,B,제작지연,30,S-80,N,10.773
24020,해승케이피피,정상,S630B,1.0,조선물류,0.0,3.0,5500.0,해승케이피피,CS,4.0,SN2126TS630BPP0300,40.0,PP032S630B,25126,25.0,B,제작지연,30,S-80,N,24.16
24021,해승케이피피,정상,S630B,1.0,조선물류,0.0,2.0,6000.0,해승케이피피,CS,3.0,SN2126TS630BPP0300,40.0,PP032S630B,25128,25.0,B,제작지연,30,S-80,N,25.4
24022,해승케이피피,정상,S630B,1.0,조선물류,0.0,4.0,2018.0,해승케이피피,CS,5.0,SN2126TS630BPP0300,40.0,PP038S630B,25129,25.0,B,제작지연,30,S-80,N,13.514
24023,하이에어,정상,S630B,1.0,조선물류,1.0,6.0,1183.0,건일산업(주),CS,7.0,SN2126T6S200PP0500,60.0,PP058B2105,25130,23.0,B,제작지연,50,S-160,RN,14.404000000000002
24024,(주)성광테크,정상,S630B,3.0,조선물류,1.0,12.0,2577.0,(주)성광테크,CS,13.0,SN2126TS63PTPP0400,60.0,PP048A2104,25131,29.0,A,제작지연,40,S-40,VA,60.42
24025,삼녹,정상,S630B,2.0,조선물류,1.0,4.0,951.0,(주)성광테크,CS,5.0,SN2126TS63PTPP0400,60.0,PP048B1104,25132,15.0,B,제작지연,40,S-80,DH,14.307
24026,삼녹,정상,S630B,2.0,조선물류,1.0,3.0,2513.0,건일산업(주),CS,4.0,SN2126T6S200PP0500,60.0,PP058B1104,25133,14.0,B,기타,50,S-80,DH,25.097
24027,삼녹,정상,S630B,2.0,조선물류,1.0,4.0,1018.0,건일산업(주),CS,5.0,SN2126T6S200PP0500,60.0,PP058B1104,25134,19.0,B,기타,50,S-80,DH,19.127
24028,성일SIM함안공장,정상,S630B,2.0,조선물류,0.0,2.0,3500.0,성일SIM함안공장,CS,3.0,SN2126TS630BPP0300,60.0,PP032B1104,25135,19.0,B,자재문제,30,S-80,DH,31.585
24029,성일SIM함안공장,정상,S630B,2.0,조선물류,0.0,2.0,3968.0,성일SIM함안공장,CS,3.0,SN2126TS630BPP0300,60.0,PP032B1104,25136,19.0,B,자재문제,30,S-80,DH,35.087
24030,성일SIM함안공장,정상,S630B,2.0,조선물류,0.0,6.0,765.0,성일SIM함안공장,CS,7.0,SN2126TS630BPP0300,60.0,PP032B2104,25137,28.0,B,자재문제,30,S-80,DH,14.178
24031,성일SIM함안공장,정상,S630B,4.0,조선물류,0.0,4.0,0.0,성일SIM함안공장,CS,5.0,SN2126TS630BPP0300,60.0,PP032B2104,25138,28.0,B,자재문제,30,S-40,DH,29.011
24032,성일SIM함안공장,정상,S630B,2.0,조선물류,0.0,5.0,3206.0,성일SIM함안공장,CS,6.0,SN2126TS630BPP0300,60.0,PP032B2104,25139,19.0,B,자재문제,30,S-80,DH,36.877
24033,성일SIM함안공장,정상,S630B,2.0,조선물류,0.0,2.0,3500.0,성일SIM함안공장,CS,3.0,SN2126TS630BPP0300,60.0,PP032B2104,25140,28.0,B,자재문제,30,S-80,DH,31.585
24034,성일SIM함안공장,정상,S630B,6.0,조선물류,0.0,5.0,0.0,성일SIM함안공장,CS,6.0,SN2126TS630BPP0300,60.0,PP032B2104,25141,5.0,B,자재문제,30,S-40,DH,34.572
24036,성일SIM함안공장,정상,S630B,4.0,조선물류,0.0,7.0,0.0,성일SIM함안공장,CS,8.0,SN2126TS630BPP0300,60.0,PP032B1104,25143,28.0,B,자재문제,30,S-40,DH,34.843
24037,(주)성광테크,정상,S630B,1.0,조선물류,1.0,0.0,100.0,(주)성광테크,CS,1.0,SN2126TS63PTPP0400,60.0,PP048A1105,25144,21.0,A,제작지연,40,S-80,AI,0.324
24038,(주)성광테크,정상,S630B,1.0,조선물류,1.0,0.0,107.0,(주)성광테크,CS,1.0,SN2126TS63PTPP0400,60.0,PP048A1105,25145,21.0,A,제작지연,40,S-80,AI,0.34700000000000003
24039,(주)성광테크,정상,S630B,1.0,조선물류,1.0,4.0,372.0,(주)성광테크,CS,5.0,SN2126TS63PTPP0400,60.0,PP048A1105,25146,20.0,A,제작지연,40,S-80,AI,4.43
24040,(주)성광테크,정상,S630B,1.0,조선물류,1.0,3.0,78.0,(주)성광테크,CS,4.0,SN2126TS63PTPP0400,60.0,PP048A1105,25147,21.0,A,제작지연,40,S-80,AI,2.783
24041,(주)성광테크,정상,S630B,0.75,조선물류,1.0,1.0,104.0,(주)성광테크,CS,2.0,SN2126TS63PTPP0400,60.0,PP048A1105,25148,21.0,A,제작지연,40,S-80,AI,1.129
24042,하이에어,정상,S630B,2.0,조선물류,1.0,7.0,1887.0,건일산업(주),CS,8.0,SN2126T6S200PP0500,60.0,PP058A2104,25150,27.0,A,제작지연,50,S-80,AU,24.975
24043,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,5.0,526.0,성일SIM함안공장,CS,6.0,SN2126TS630BPP0300,60.0,PP038A1104,25151,25.0,A,자재문제,30,S-80,DH,14.703
24044,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,4.0,3068.0,성일SIM함안공장,CS,5.0,SN2126TS630BPP0300,60.0,PP038A1104,25152,25.0,A,자재문제,30,S-80,DH,30.498
24045,(주)성광테크,정상,S630B,2.0,조선물류,1.0,4.0,1562.0,(주)성광테크,CS,5.0,SN2126TS63PTPP0400,60.0,PP048A2104,25153,17.0,A,제작지연,40,S-80,DN,23.195
24046,(주)성광테크,정상,S630B,2.0,조선물류,1.0,10.0,1193.0,(주)성광테크,CS,11.0,SN2126TS63PTPP0400,60.0,PP048A2104,25154,22.0,A,제작지연,40,S-80,DN,25.017
24047,(주)성광테크,정상,S630B,0.75,조선물류,1.0,5.0,77.0,(주)성광테크,CS,6.0,SN2126TS63PTPP0400,60.0,PP048A2104,25155,28.0,A,제작지연,40,S-80,DN,4.834
24048,성일SIM함안공장,정상,S630B,0.75,조선물류,1.0,1.0,634.0,성일SIM함안공장,CS,2.0,SN2126TS630BPP0300,60.0,PP038A2105,25156,24.0,A,자재문제,30,S-80,DN,7.895
24049,성일SIM함안공장,정상,S630B,0.75,조선물류,1.0,7.0,663.0,성일SIM함안공장,CS,8.0,SN2126TS630BPP0300,60.0,PP038A2105,25157,24.0,A,자재문제,30,S-80,DN,9.465
24050,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,4.0,605.0,성일SIM함안공장,CS,5.0,SN2126TS630BPP0300,60.0,PP038A1104,25158,22.0,A,자재문제,30,S-80,N,11.595
24051,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,4.0,805.0,성일SIM함안공장,CS,5.0,SN2126TS630BPP0300,60.0,PP038A1104,25159,22.0,A,자재문제,30,S-80,N,13.555
24052,성일SIM함안공장,정상,S630B,1.0,조선물류,1.0,1.0,127.0,성일SIM함안공장,CS,2.0,SN2126TS630BPP0300,60.0,PP038A2105,25160,24.0,A,자재문제,30,S-80,N,1.411
24053,성일SIM함안공장,정상,S630B,1.0,조선물류,1.0,3.0,186.0,성일SIM함안공장,CS,4.0,SN2126TS630BPP0300,60.0,PP038A2105,25161,24.0,A,자재문제,30,S-80,N,2.478
24054,(주)성광테크,정상,S630B,1.0,조선물류,1.0,7.0,423.0,(주)성광테크,CS,8.0,SN2126TS63PTPP0400,60.0,PP048A2104,25162,20.0,A,제작지연,40,S-80,N,8.901
24056,(주)성광테크,정상,S630B,2.0,조선물류,1.0,5.0,598.0,(주)성광테크,CS,6.0,SN2126TS63PTPP0400,60.0,PP048A2104,25164,22.0,A,설계보류,40,S-80,N,15.408
24057,하이에어,정상,S630B,2.0,조선물류,1.0,0.0,6000.0,건일산업(주),CS,1.0,SN2126T6S200PP0500,60.0,PP058A2104,25165,22.0,A,제작지연,50,S-80,N,44.88
24058,하이에어,정상,S630B,2.0,조선물류,1.0,7.0,2041.0,건일산업(주),CS,8.0,SN2126T6S200PP0500,60.0,PP058A2104,25166,20.0,A,제작지연,50,S-80,N,24.082
24059,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,6.0,805.0,성일SIM함안공장,CS,7.0,SN2126TS630BPP0300,60.0,PP038A1104,25167,24.0,A,자재문제,30,S-80,RN,23.477
24060,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,4.0,400.0,성일SIM함안공장,CS,5.0,SN2126TS630BPP0300,60.0,PP038A1104,25168,24.0,A,자재문제,30,S-160,RN,12.626
24061,성일SIM함안공장,정상,S630B,0.75,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126TS630BPP0300,60.0,PP038A1105,25169,24.0,A,자재문제,30,S-160,RN,1.618
24062,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,6.0,750.0,성일SIM함안공장,CS,7.0,SN2126TS630BPP0300,60.0,PP038A1104,25170,24.0,A,자재문제,30,S-160,RN,18.548
24063,성일SIM함안공장,정상,S630B,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126TS630BPP0300,60.0,PP038A1105,25171,24.0,A,자재문제,30,S-160,RN,1.446
24064,성일SIM함안공장,정상,S630B,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126TS630BPP0300,60.0,PP038A1105,25172,24.0,A,자재문제,30,S-160,RN,1.446
24065,건일산업(주),정상,S630B,2.0,조선물류,1.0,8.0,2360.0,건일산업(주),CS,9.0,SN2126T6S200PP0500,60.0,PP058A1104,25173,28.0,A,제작지연,50,S-160,RN,45.76300000000001
24066,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,3.0,225.0,성일SIM함안공장,CS,4.0,SN2126TS630BPP0300,60.0,PP038A1104,25174,16.0,A,자재문제,30,S-160,RN,10.66
24067,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,6.0,681.0,성일SIM함안공장,CS,7.0,SN2126TS630BPP0300,60.0,PP038A1104,25175,24.0,A,자재문제,30,S-80,RN,17.087
24068,성일SIM함안공장,정상,S630B,0.75,조선물류,1.0,1.0,97.0,성일SIM함안공장,CS,2.0,SN2126TS630BPP0300,60.0,PP038A1105,25176,24.0,A,자재문제,30,S-160,RN,1.681
24069,하이에어,정상,S630B,2.0,조선물류,1.0,5.0,6000.0,건일산업(주),CS,6.0,SN2126T6S200PP0500,60.0,PP058B2104,25177,20.0,B,제작지연,50,S-80,AU,52.201
24070,하이에어,정상,S630B,2.0,조선물류,1.0,4.0,6000.0,건일산업(주),CS,5.0,SN2126T6S200PP0500,60.0,PP058B2104,25178,21.0,B,제작지연,50,S-80,N,50.875
24071,성일SIM함안공장,정상,S630B,2.0,조선물류,0.0,5.0,2588.0,성일SIM함안공장,CS,6.0,SN2126TS630BPP0300,60.0,PP032B1104,25181,23.0,B,자재문제,30,S-160,RN,53.107
24072,건일산업(주),정상,S630B,2.0,조선물류,1.0,4.0,3402.0,건일산업(주),CS,5.0,SN2126T6S200PP0500,60.0,PP058B1104,25182,23.0,B,제작지연,50,S-160,RN,59.903
24073,건일산업(주),정상,S630B,2.0,조선물류,1.0,1.0,5767.0,건일산업(주),CS,2.0,SN2126T6S200PP0500,60.0,PP058A2104,25183,22.0,A,제작지연,50,S-80,AI,47.607
24074,하이에어,정상,S630B,2.0,조선물류,1.0,1.0,5400.0,건일산업(주),CS,2.0,SN2126T6S200PP0500,60.0,PP058A2104,25184,20.0,A,제작지연,50,S-80,AU,44.862
24075,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,1.0,1300.0,성일SIM함안공장,CS,2.0,SN2126TS630BPP0300,60.0,PP038A2104,25185,24.0,A,자재문제,30,S-80,AU,9.996
24076,건일산업(주),정상,S630B,2.0,조선물류,1.0,1.0,5400.0,건일산업(주),CS,2.0,SN2126T6S200PP0500,60.0,PP058A2104,25186,22.0,A,제작지연,50,S-80,N,44.862
24077,성일SIM함안공장,정상,S630B,2.0,조선물류,1.0,2.0,1300.0,성일SIM함안공장,CS,3.0,SN2126TS630BPP0300,60.0,PP038A2104,25187,24.0,A,자재문제,30,S-80,N,10.352
24078,성일SIM함안공장,정상,S630B,2.0,조선물류,0.0,4.0,2544.0,성일SIM함안공장,CS,5.0,SN2126TS630BPP0300,60.0,PP032B2104,25189,20.0,B,자재문제,30,S-80,AU,26.334
24079,성일SIM함안공장,정상,S630B,1.0,조선물류,0.0,5.0,3402.0,성일SIM함안공장,CS,6.0,SN2126TS630BPP0300,60.0,PP032B2105,25190,23.0,B,자재문제,30,S-80,AU,25.479
24080,하이에어,정상,S630B,1.0,조선물류,1.0,1.0,2252.0,건일산업(주),CS,2.0,SN2126T6S200PP0500,60.0,PP058B2105,25193,29.0,B,제작지연,50,S-80,N,7.896
24081,(주)성광테크,정상,S630B,0.5,조선물류,1.0,1.0,75.0,(주)성광테크,CS,2.0,SN2126TS63PTPP0400,60.0,PP048A2105,25194,21.0,A,제작지연,40,S-160,RN,1.446
24082,(주)성광테크,정상,S630B,3.0,조선물류,1.0,5.0,529.0,(주)성광테크,CS,6.0,SN2126TS63PTPP0400,60.0,PP048A2104,25195,19.0,A,설계보류,40,S-40,CWR,20.332
24083,(주)성광테크,정상,S630B,3.0,조선물류,1.0,11.0,428.0,(주)성광테크,CS,12.0,SN2126TS63PTPP0400,60.0,PP048A2104,25196,19.0,A,설계보류,40,S-40,CWR,42.482
24084,(주)성광테크,정상,S630B,3.0,조선물류,1.0,8.0,529.0,(주)성광테크,CS,9.0,SN2126TS63PTPP0400,60.0,PP048A2104,25197,29.0,A,제작지연,40,S-40,CWR,29.304
24085,성일SIM함안공장,정상,S630B,0.75,조선물류,1.0,1.0,63.0,성일SIM함안공장,CS,2.0,SN2126TS630BPP0300,60.0,PP038A2105,25198,24.0,A,자재문제,30,S-80,CWR,1.039
24086,성일SIM함안공장,정상,S630B,0.75,조선물류,1.0,1.0,63.0,성일SIM함안공장,CS,2.0,SN2126TS630BPP0300,60.0,PP038A2105,25199,24.0,A,자재문제,30,S-80,CWR,1.039
24087,성일SIM함안공장,정상,S630B,3.0,조선물류,0.0,6.0,1897.0,성일SIM함안공장,CS,7.0,SN2126TS630BPP0300,60.0,PP032B2104,25200,20.0,B,자재문제,30,S-40,CWS,49.712
24088,성일SIM함안공장,정상,S630B,3.0,조선물류,0.0,4.0,1433.0,성일SIM함안공장,CS,5.0,SN2126TS630BPP0300,60.0,PP032B2104,25201,22.0,B,자재문제,30,S-40,CWS,34.723
24089,(주)성광테크,정상,S630B,3.0,조선물류,1.0,1.0,745.0,(주)성광테크,CS,2.0,SN2126TS63PTPP0400,60.0,PP048A2104,25202,16.0,A,제작지연,40,S-40,CWS,12.911
24090,(주)성광테크,정상,S630B,3.0,조선물류,1.0,10.0,928.0,(주)성광테크,CS,11.0,SN2126TS63PTPP0400,60.0,PP048A2104,25203,19.0,A,제작지연,40,S-40,CWS,39.767
24091,(주)성광테크,정상,S630B,0.75,조선물류,1.0,1.0,63.0,(주)성광테크,CS,2.0,SN2126TS63PTPP0400,60.0,PP048A2105,25204,21.0,A,제작지연,40,S-80,CWS,1.039
24092,성일SIM함안공장,정상,S630B,1.5,조선물류,1.0,4.0,4681.0,성일SIM함안공장,CS,5.0,SN2126TS630BPP0300,60.0,PP038B1104,25205,24.0,B,자재문제,30,S-80,N,30.104
